Date,Open,High,Low,Close,Adj Close,Volume
2008-11-17,1.350000,1.480000,1.310000,1.330000,1.330000,241000
2008-11-18,1.340000,1.600000,1.150000,1.520000,1.520000,589300
2008-11-19,1.420000,1.600000,1.250000,1.330000,1.330000,264200
2008-11-20,1.290000,1.350000,1.070000,1.240000,1.240000,338400
2008-11-21,1.240000,1.470000,1.190000,1.420000,1.420000,851000
2008-11-24,1.440000,1.440000,1.070000,1.200000,1.200000,263100
2008-11-25,1.210000,1.290000,0.850000,1.050000,1.050000,873400
2008-11-26,0.990000,1.010000,0.900000,1.000000,1.000000,324300
2008-11-28,1.010000,1.050000,0.990000,1.040000,1.040000,225100
2008-12-01,1.010000,1.050000,0.820000,0.820000,0.820000,297300
2008-12-02,0.850000,0.910000,0.790000,0.810000,0.810000,388800
2008-12-03,0.790000,0.790000,0.650000,0.690000,0.690000,389300
2008-12-04,0.690000,0.700000,0.570000,0.600000,0.600000,424200
2008-12-05,0.600000,0.680000,0.530000,0.610000,0.610000,442500
2008-12-08,0.650000,0.680000,0.450000,0.500000,0.500000,636300
2008-12-09,0.500000,0.540000,0.390000,0.410000,0.410000,716700
2008-12-10,0.360000,0.440000,0.360000,0.400000,0.400000,597200
2008-12-11,0.400000,0.430000,0.340000,0.350000,0.350000,637600
2008-12-12,0.370000,0.700000,0.350000,0.490000,0.490000,1201300
2008-12-15,0.500000,0.500000,0.370000,0.390000,0.390000,603500
2008-12-16,0.400000,0.450000,0.300000,0.450000,0.450000,1237000
2008-12-17,0.380000,0.380000,0.340000,0.350000,0.350000,520400
2008-12-18,0.340000,0.390000,0.300000,0.300000,0.300000,429800
2008-12-19,0.320000,0.350000,0.300000,0.300000,0.300000,1005100
2008-12-22,0.310000,0.440000,0.310000,0.440000,0.440000,707400
2008-12-23,0.440000,0.440000,0.340000,0.350000,0.350000,258900
2008-12-24,0.350000,0.370000,0.330000,0.350000,0.350000,215800
2008-12-26,0.390000,0.410000,0.350000,0.390000,0.390000,466100
2008-12-29,0.360000,0.390000,0.340000,0.360000,0.360000,473800
2008-12-30,0.360000,0.400000,0.360000,0.390000,0.390000,307400
2008-12-31,0.400000,0.450000,0.370000,0.410000,0.410000,618100
2009-01-02,0.420000,0.440000,0.380000,0.410000,0.410000,531900
2009-01-05,0.410000,0.430000,0.380000,0.430000,0.430000,473900
2009-01-06,0.400000,0.440000,0.400000,0.420000,0.420000,486400
2009-01-07,0.400000,0.430000,0.390000,0.390000,0.390000,604200
2009-01-08,0.380000,0.580000,0.380000,0.560000,0.560000,1152900
2009-01-09,0.570000,0.650000,0.500000,0.530000,0.530000,758200
2009-01-12,0.500000,0.560000,0.420000,0.430000,0.430000,388400
2009-01-13,0.460000,0.480000,0.410000,0.420000,0.420000,338000
2009-01-14,0.410000,0.430000,0.360000,0.370000,0.370000,480500
2009-01-15,0.380000,0.400000,0.360000,0.370000,0.370000,248400
2009-01-16,0.380000,0.390000,0.330000,0.360000,0.360000,381100
2009-01-20,0.360000,0.360000,0.310000,0.310000,0.310000,348900
2009-01-21,0.310000,0.400000,0.310000,0.390000,0.390000,308900
2009-01-22,0.390000,0.390000,0.320000,0.320000,0.320000,322700
2009-01-23,0.310000,0.360000,0.310000,0.320000,0.320000,181200
2009-01-26,0.330000,0.350000,0.320000,0.350000,0.350000,97700
2009-01-27,0.340000,0.460000,0.340000,0.380000,0.380000,462300
2009-01-28,0.470000,0.470000,0.390000,0.400000,0.400000,236500
2009-01-29,0.400000,0.410000,0.360000,0.360000,0.360000,144400
2009-01-30,0.370000,0.370000,0.310000,0.310000,0.310000,332600
2009-02-02,0.310000,0.330000,0.290000,0.320000,0.320000,422700
2009-02-03,0.330000,0.350000,0.310000,0.330000,0.330000,162800
2009-02-04,0.330000,0.340000,0.290000,0.290000,0.290000,233700
2009-02-05,0.290000,0.300000,0.270000,0.290000,0.290000,276900
2009-02-06,0.320000,0.370000,0.280000,0.310000,0.310000,501000
2009-02-09,0.350000,0.350000,0.300000,0.310000,0.310000,203800
2009-02-10,0.300000,0.310000,0.280000,0.280000,0.280000,177000
2009-02-11,0.290000,0.310000,0.290000,0.310000,0.310000,136200
2009-02-12,0.300000,0.320000,0.300000,0.300000,0.300000,204600
2009-02-13,0.310000,0.320000,0.290000,0.310000,0.310000,171500
2009-02-17,0.330000,0.340000,0.280000,0.280000,0.280000,280600
2009-02-18,0.310000,0.310000,0.240000,0.290000,0.290000,370900
2009-02-19,0.290000,0.350000,0.290000,0.330000,0.330000,584500
2009-02-20,0.420000,0.650000,0.400000,0.520000,0.520000,1519000
2009-02-23,0.490000,0.560000,0.430000,0.460000,0.460000,461300
2009-02-24,0.520000,0.520000,0.410000,0.480000,0.480000,492100
2009-02-25,0.500000,0.510000,0.460000,0.460000,0.460000,319200
2009-02-26,0.460000,0.500000,0.400000,0.400000,0.400000,422700
2009-02-27,0.400000,0.480000,0.400000,0.410000,0.410000,297400
2009-03-02,0.410000,0.470000,0.380000,0.390000,0.390000,522000
2009-03-03,0.360000,0.400000,0.350000,0.350000,0.350000,492400
2009-03-04,0.370000,0.380000,0.310000,0.350000,0.350000,334400
2009-03-05,0.350000,0.360000,0.300000,0.300000,0.300000,300200
2009-03-06,0.310000,0.310000,0.290000,0.290000,0.290000,257200
2009-03-09,0.300000,0.350000,0.270000,0.270000,0.270000,401100
2009-03-10,0.300000,0.310000,0.270000,0.300000,0.300000,263000
2009-03-11,0.300000,0.320000,0.280000,0.280000,0.280000,428300
2009-03-12,0.280000,0.320000,0.280000,0.320000,0.320000,227400
2009-03-13,0.320000,0.320000,0.280000,0.280000,0.280000,312600
2009-03-16,0.280000,0.350000,0.280000,0.350000,0.350000,166000
2009-03-17,0.350000,0.350000,0.270000,0.340000,0.340000,802900
2009-03-18,0.330000,0.330000,0.260000,0.320000,0.320000,476100
2009-03-19,0.320000,0.330000,0.280000,0.300000,0.300000,377000
2009-03-20,0.320000,0.330000,0.290000,0.320000,0.320000,536600
2009-03-23,0.330000,0.470000,0.300000,0.470000,0.470000,565800
2009-03-24,0.450000,0.450000,0.320000,0.330000,0.330000,457800
2009-03-25,0.370000,0.400000,0.320000,0.340000,0.340000,653500
2009-03-26,0.380000,0.380000,0.330000,0.340000,0.340000,300500
2009-03-27,0.320000,0.340000,0.320000,0.320000,0.320000,328100
2009-03-30,0.310000,0.330000,0.300000,0.300000,0.300000,262600
2009-03-31,0.310000,0.310000,0.280000,0.280000,0.280000,409500
2009-04-01,0.300000,0.340000,0.290000,0.340000,0.340000,172800
2009-04-02,0.340000,0.360000,0.320000,0.350000,0.350000,262800
2009-04-03,0.360000,0.360000,0.330000,0.340000,0.340000,85500
2009-04-06,0.340000,0.430000,0.340000,0.350000,0.350000,733300
2009-04-07,0.350000,0.380000,0.350000,0.350000,0.350000,229600
2009-04-08,0.360000,0.380000,0.350000,0.380000,0.380000,98600
2009-04-09,0.400000,0.450000,0.340000,0.360000,0.360000,679600
2009-04-13,0.390000,0.430000,0.370000,0.400000,0.400000,443500
2009-04-14,0.400000,0.410000,0.370000,0.370000,0.370000,308800
2009-04-15,0.380000,0.400000,0.380000,0.390000,0.390000,134700
2009-04-16,0.400000,0.440000,0.400000,0.420000,0.420000,310100
2009-04-17,0.430000,0.430000,0.390000,0.420000,0.420000,457700
