Date,Open,High,Low,Close,Adj Close,Volume
2009-01-06,0.890000,0.890000,0.870000,0.880000,0.880000,3800
2009-01-07,0.900000,0.900000,0.820000,0.840000,0.840000,10100
2009-01-08,0.840000,0.910000,0.840000,0.910000,0.910000,11800
2009-01-09,0.900000,0.900000,0.900000,0.900000,0.900000,400
2009-01-12,0.880000,0.880000,0.880000,0.880000,0.880000,200
2009-01-13,0.850000,0.860000,0.850000,0.860000,0.860000,1200
2009-01-14,0.850000,0.850000,0.810000,0.830000,0.830000,3300
2009-01-15,0.830000,0.830000,0.830000,0.830000,0.830000,0
2009-01-16,0.860000,0.870000,0.860000,0.870000,0.870000,5000
2009-01-20,0.850000,0.850000,0.790000,0.790000,0.790000,4800
2009-01-21,0.780000,0.830000,0.780000,0.830000,0.830000,5900
2009-01-22,0.830000,0.830000,0.830000,0.830000,0.830000,0
2009-01-23,0.780000,0.810000,0.780000,0.810000,0.810000,5000
2009-01-26,0.820000,0.850000,0.820000,0.850000,0.850000,3300
2009-01-27,0.850000,0.850000,0.850000,0.850000,0.850000,0
2009-01-28,0.810000,0.810000,0.810000,0.810000,0.810000,1400
2009-01-29,0.850000,0.860000,0.850000,0.850000,0.850000,13800
2009-01-30,0.860000,0.890000,0.860000,0.870000,0.870000,6500
2009-02-02,0.860000,0.870000,0.840000,0.840000,0.840000,4200
2009-02-03,0.940000,0.940000,0.860000,0.860000,0.860000,6100
2009-02-04,0.860000,0.860000,0.820000,0.820000,0.820000,11100
2009-02-05,0.810000,0.860000,0.790000,0.840000,0.840000,25500
2009-02-06,0.810000,0.870000,0.810000,0.840000,0.840000,17400
2009-02-09,0.840000,0.880000,0.840000,0.870000,0.870000,8100
2009-02-10,0.860000,0.860000,0.830000,0.830000,0.830000,4800
2009-02-11,0.830000,0.860000,0.830000,0.850000,0.850000,21300
2009-02-12,0.820000,0.850000,0.820000,0.850000,0.850000,8800
2009-02-13,0.840000,0.840000,0.820000,0.830000,0.830000,10100
2009-02-17,0.790000,0.800000,0.750000,0.800000,0.800000,17900
2009-02-18,0.790000,0.800000,0.760000,0.780000,0.780000,13300
2009-02-19,0.810000,0.830000,0.800000,0.800000,0.800000,2200
2009-02-20,0.800000,0.810000,0.780000,0.810000,0.810000,6700
2009-02-23,0.790000,0.810000,0.750000,0.810000,0.810000,11000
2009-02-24,0.780000,0.780000,0.780000,0.780000,0.780000,3400
2009-02-25,0.780000,0.790000,0.780000,0.790000,0.790000,1300
2009-02-26,0.810000,0.810000,0.810000,0.810000,0.810000,1000
2009-02-27,0.820000,0.850000,0.820000,0.850000,0.850000,4200
2009-03-02,0.770000,0.770000,0.770000,0.770000,0.770000,1000
2009-03-03,0.800000,0.800000,0.770000,0.770000,0.770000,8000
2009-03-04,0.770000,0.770000,0.770000,0.770000,0.770000,0
2009-03-05,0.770000,0.810000,0.770000,0.810000,0.810000,5200
2009-03-06,0.770000,0.810000,0.770000,0.800000,0.800000,10100
2009-03-09,0.760000,0.790000,0.760000,0.790000,0.790000,1300
2009-03-10,0.810000,0.810000,0.810000,0.810000,0.810000,1000
2009-03-11,0.840000,0.840000,0.830000,0.830000,0.830000,1400
2009-03-12,0.830000,0.830000,0.830000,0.830000,0.830000,0
2009-03-13,0.830000,0.870000,0.830000,0.830000,0.830000,6400
2009-03-16,0.830000,0.840000,0.830000,0.840000,0.840000,2600
2009-03-17,0.830000,0.870000,0.830000,0.870000,0.870000,600
2009-03-18,0.880000,0.880000,0.880000,0.880000,0.880000,2500
2009-03-19,0.880000,0.890000,0.880000,0.890000,0.890000,2400
2009-03-20,0.890000,0.900000,0.870000,0.890000,0.890000,5900
2009-03-23,0.900000,0.900000,0.850000,0.880000,0.880000,20500
2009-03-24,0.890000,0.890000,0.890000,0.890000,0.890000,200
2009-03-25,0.890000,0.910000,0.880000,0.910000,0.910000,5300
2009-03-26,0.920000,0.960000,0.880000,0.950000,0.950000,26900
2009-03-27,0.990000,1.020000,0.980000,1.020000,1.020000,8700
2009-03-30,1.010000,1.010000,1.010000,1.010000,1.010000,400
2009-03-31,0.980000,0.980000,0.980000,0.980000,0.980000,2000
2009-04-01,0.980000,0.980000,0.980000,0.980000,0.980000,0
2009-04-02,1.020000,1.140000,1.020000,1.120000,1.120000,7800
2009-04-03,1.100000,1.100000,1.020000,1.020000,1.020000,1300
2009-04-06,1.090000,1.090000,1.080000,1.080000,1.080000,2500
2009-04-07,1.090000,1.090000,1.090000,1.090000,1.090000,100
2009-04-08,1.050000,1.050000,1.050000,1.050000,1.050000,4300
2009-04-09,1.050000,1.050000,1.050000,1.050000,1.050000,1000
2009-04-13,1.070000,1.080000,1.030000,1.080000,1.080000,6300
2009-04-14,1.090000,1.090000,1.090000,1.090000,1.090000,1000
2009-04-15,1.080000,1.090000,1.080000,1.090000,1.090000,2200
2009-04-16,1.070000,1.070000,1.050000,1.050000,1.050000,2700
2009-04-17,1.000000,1.000000,0.970000,1.000000,1.000000,8000
2009-04-20,1.000000,1.000000,0.920000,0.950000,0.950000,16600
2009-04-21,0.950000,0.950000,0.950000,0.950000,0.950000,0
2009-04-22,0.980000,0.980000,0.980000,0.980000,0.980000,1600
2009-04-23,0.980000,0.990000,0.980000,0.990000,0.990000,12600
2009-04-24,0.990000,0.990000,0.990000,0.990000,0.990000,3500
2009-04-27,1.010000,1.020000,0.990000,0.990000,0.990000,1100
2009-04-28,0.980000,0.980000,0.980000,0.980000,0.980000,5400
2009-04-29,0.990000,0.990000,0.980000,0.980000,0.980000,2400
2009-04-30,0.950000,1.010000,0.950000,1.010000,1.010000,6100
2009-05-01,1.000000,1.000000,1.000000,1.000000,1.000000,1300
2009-05-04,1.010000,1.030000,1.000000,1.000000,1.000000,6600
2009-05-05,1.000000,1.000000,1.000000,1.000000,1.000000,10500
2009-05-06,1.000000,1.010000,0.990000,1.010000,1.010000,15000
2009-05-07,1.040000,1.040000,1.020000,1.040000,1.040000,50500
2009-05-08,1.050000,1.050000,1.050000,1.050000,1.050000,200
2009-05-11,1.050000,1.050000,1.040000,1.040000,1.040000,4500
2009-05-12,1.050000,1.130000,1.050000,1.110000,1.110000,11900
2009-05-13,1.110000,1.200000,1.050000,1.050000,1.050000,21200
2009-05-14,1.060000,1.070000,1.050000,1.050000,1.050000,11400
2009-05-15,1.160000,1.160000,1.150000,1.150000,1.150000,3000
2009-05-18,1.150000,1.150000,1.150000,1.150000,1.150000,0
2009-05-19,1.190000,1.260000,1.190000,1.260000,1.260000,24700
2009-05-20,1.240000,1.260000,1.180000,1.190000,1.190000,10500
2009-05-21,1.220000,1.220000,1.120000,1.120000,1.120000,1200
2009-05-22,1.210000,1.250000,1.160000,1.230000,1.230000,20800
2009-05-26,1.230000,1.240000,1.230000,1.230000,1.230000,3500
2009-05-27,1.260000,1.310000,1.260000,1.290000,1.290000,9000
2009-05-28,1.240000,1.240000,1.210000,1.210000,1.210000,11700
2009-05-29,1.210000,1.210000,1.210000,1.210000,1.210000,0
2009-06-01,1.320000,1.320000,1.270000,1.270000,1.270000,4200
2009-06-02,1.350000,1.350000,1.260000,1.270000,1.270000,12300
2009-06-03,1.220000,1.220000,1.220000,1.220000,1.220000,7500
2009-06-04,1.220000,1.300000,1.220000,1.300000,1.300000,11000
2009-06-05,1.230000,1.250000,1.190000,1.200000,1.200000,23700
2009-06-08,1.230000,1.230000,1.180000,1.190000,1.190000,6800
2009-06-09,1.180000,1.260000,1.180000,1.240000,1.240000,13400
2009-06-10,1.240000,1.240000,1.240000,1.240000,1.240000,0
2009-06-11,1.230000,1.290000,1.230000,1.240000,1.240000,11900
2009-06-12,1.200000,1.210000,1.200000,1.210000,1.210000,8000
2009-06-15,1.200000,1.200000,1.110000,1.130000,1.130000,7300
2009-06-16,1.160000,1.160000,1.120000,1.120000,1.120000,3000
2009-06-17,1.080000,1.090000,1.050000,1.090000,1.090000,9000
2009-06-18,1.090000,1.090000,1.090000,1.090000,1.090000,1000
2009-06-19,1.090000,1.090000,1.080000,1.080000,1.080000,6500
2009-06-22,1.080000,1.080000,0.990000,1.030000,1.030000,7000
2009-06-23,0.990000,1.050000,0.960000,1.050000,1.050000,34800
2009-06-24,1.050000,1.100000,1.030000,1.030000,1.030000,4800
2009-06-25,1.040000,1.080000,1.040000,1.080000,1.080000,1400
2009-06-26,1.050000,1.060000,1.050000,1.050000,1.050000,5200
2009-06-29,1.080000,1.080000,1.050000,1.050000,1.050000,2300
2009-06-30,1.050000,1.050000,1.050000,1.050000,1.050000,0
2009-07-01,1.050000,1.050000,1.050000,1.050000,1.050000,0
2009-07-02,1.010000,1.010000,1.010000,1.010000,1.010000,2000
2009-07-06,0.970000,0.990000,0.970000,0.980000,0.980000,4700
2009-07-07,0.950000,0.950000,0.950000,0.950000,0.950000,3100
2009-07-08,0.950000,0.960000,0.940000,0.960000,0.960000,3700
2009-07-09,0.910000,0.940000,0.910000,0.940000,0.940000,4500
2009-07-10,0.900000,0.950000,0.900000,0.930000,0.930000,57200
2009-07-13,0.930000,0.930000,0.930000,0.930000,0.930000,20400
2009-07-14,0.950000,0.950000,0.950000,0.950000,0.950000,2000
2009-07-15,0.990000,1.030000,0.990000,1.010000,1.010000,1200
2009-07-16,1.000000,1.000000,0.980000,0.980000,0.980000,1500
2009-07-17,0.980000,1.000000,0.980000,1.000000,1.000000,2500
2009-07-20,1.000000,1.000000,1.000000,1.000000,1.000000,0
2009-07-21,1.000000,1.000000,1.000000,1.000000,1.000000,0
2009-07-22,1.000000,1.000000,1.000000,1.000000,1.000000,0
2009-07-23,1.050000,1.060000,1.020000,1.020000,1.020000,5100
2009-07-24,1.030000,1.080000,1.030000,1.070000,1.070000,5300
2009-07-27,1.070000,1.070000,1.070000,1.070000,1.070000,0
2009-07-28,1.070000,1.070000,1.070000,1.070000,1.070000,0
2009-07-29,1.050000,1.050000,1.050000,1.050000,1.050000,300
2009-07-30,1.030000,1.070000,1.030000,1.070000,1.070000,5200
2009-07-31,1.110000,1.110000,1.100000,1.100000,1.100000,100000
2009-08-03,1.100000,1.100000,1.100000,1.100000,1.100000,0
2009-08-04,1.160000,1.170000,1.150000,1.170000,1.170000,52500
2009-08-05,1.140000,1.140000,1.020000,1.090000,1.090000,34300
2009-08-06,1.100000,1.130000,1.090000,1.130000,1.130000,9600
2009-08-07,1.070000,1.070000,1.070000,1.070000,1.070000,1500
2009-08-10,1.070000,1.080000,1.070000,1.080000,1.080000,4600
2009-08-11,1.050000,1.050000,1.050000,1.050000,1.050000,4000
2009-08-12,1.070000,1.080000,1.070000,1.080000,1.080000,1500
2009-08-13,1.040000,1.040000,1.040000,1.040000,1.040000,1300
2009-08-14,1.040000,1.040000,1.040000,1.040000,1.040000,2000
2009-08-17,1.040000,1.040000,1.040000,1.040000,1.040000,0
2009-08-18,1.000000,1.000000,0.950000,0.950000,0.950000,8800
2009-08-19,0.960000,1.000000,0.960000,0.990000,0.990000,52000
2009-08-20,0.960000,0.990000,0.950000,0.990000,0.990000,17900
2009-08-21,0.990000,1.000000,0.990000,1.000000,1.000000,2500
2009-08-24,0.990000,1.040000,0.990000,0.990000,0.990000,24000
2009-08-25,0.990000,1.010000,0.990000,1.010000,1.010000,17100
2009-08-26,0.980000,0.980000,0.940000,0.960000,0.960000,26500
2009-08-27,0.970000,0.970000,0.940000,0.970000,0.970000,6100
2009-08-28,0.960000,0.960000,0.950000,0.950000,0.950000,20000
2009-08-31,0.940000,0.950000,0.920000,0.920000,0.920000,13400
2009-09-01,0.950000,0.950000,0.950000,0.950000,0.950000,1400
2009-09-02,0.940000,0.960000,0.910000,0.960000,0.960000,21100
2009-09-03,1.020000,1.020000,1.020000,1.020000,1.020000,13300
2009-09-04,0.980000,1.070000,0.980000,1.070000,1.070000,14500
2009-09-08,1.080000,1.090000,1.060000,1.060000,1.060000,10100
2009-09-09,1.090000,1.090000,1.090000,1.090000,1.090000,1000
2009-09-10,1.060000,1.060000,1.040000,1.050000,1.050000,5600
2009-09-11,1.060000,1.130000,1.060000,1.090000,1.090000,50000
2009-09-14,1.110000,1.110000,1.090000,1.110000,1.110000,40300
2009-09-15,1.100000,1.110000,1.060000,1.110000,1.110000,2300
2009-09-16,1.110000,1.120000,1.080000,1.080000,1.080000,5500
2009-09-17,1.080000,1.130000,1.070000,1.130000,1.130000,17200
2009-09-18,1.080000,1.100000,1.070000,1.090000,1.090000,34300
2009-09-21,1.080000,1.110000,1.070000,1.090000,1.090000,35000
2009-09-22,1.070000,1.070000,1.060000,1.060000,1.060000,1900
2009-09-23,1.060000,1.060000,1.060000,1.060000,1.060000,2000
2009-09-24,1.050000,1.050000,1.050000,1.050000,1.050000,9000
2009-09-25,1.070000,1.070000,1.050000,1.050000,1.050000,13500
2009-09-28,1.020000,1.090000,1.020000,1.090000,1.090000,5000
2009-09-29,1.090000,1.100000,1.060000,1.060000,1.060000,9300
2009-09-30,1.120000,1.200000,1.120000,1.190000,1.190000,17300
2009-10-01,1.170000,1.180000,1.170000,1.180000,1.180000,35200
2009-10-02,1.110000,1.190000,1.100000,1.190000,1.190000,9000
2009-10-05,1.200000,1.200000,1.200000,1.200000,1.200000,300
2009-10-06,1.180000,1.280000,1.180000,1.240000,1.240000,35500
2009-10-07,1.230000,1.230000,1.210000,1.230000,1.230000,18000
2009-10-08,1.310000,1.340000,1.280000,1.300000,1.300000,56400
2009-10-09,1.360000,1.360000,1.360000,1.360000,1.360000,500
2009-10-12,1.360000,1.360000,1.360000,1.360000,1.360000,0
2009-10-13,1.450000,1.450000,1.390000,1.390000,1.390000,12600
2009-10-14,1.400000,1.420000,1.400000,1.420000,1.420000,6500
2009-10-15,1.400000,1.450000,1.400000,1.450000,1.450000,62300
2009-10-16,1.390000,1.410000,1.370000,1.380000,1.380000,29300
2009-10-19,1.440000,1.440000,1.410000,1.410000,1.410000,36300
2009-10-20,1.410000,1.410000,1.340000,1.340000,1.340000,10200
2009-10-21,1.320000,1.320000,1.240000,1.240000,1.240000,10300
2009-10-22,1.240000,1.270000,1.220000,1.260000,1.260000,10300
2009-10-23,1.250000,1.270000,1.250000,1.270000,1.270000,18100
2009-10-26,1.250000,1.250000,1.250000,1.250000,1.250000,10000
2009-10-27,1.200000,1.200000,1.150000,1.150000,1.150000,34900
2009-10-28,1.130000,1.130000,1.110000,1.120000,1.120000,6000
2009-10-29,1.140000,1.150000,1.120000,1.120000,1.120000,14900
2009-10-30,1.120000,1.120000,1.100000,1.110000,1.110000,9800
2009-11-02,1.100000,1.170000,1.100000,1.170000,1.170000,27200
2009-11-03,1.130000,1.180000,1.130000,1.180000,1.180000,5500
2009-11-04,1.190000,1.260000,1.190000,1.220000,1.220000,13100
2009-11-05,1.220000,1.220000,1.220000,1.220000,1.220000,2500
2009-11-06,1.280000,1.280000,1.280000,1.280000,1.280000,5000
2009-11-09,1.300000,1.350000,1.300000,1.340000,1.340000,8700
2009-11-10,1.280000,1.290000,1.260000,1.260000,1.260000,3500
2009-11-11,1.320000,1.320000,1.300000,1.300000,1.300000,7000
2009-11-12,1.340000,1.340000,1.340000,1.340000,1.340000,21100
2009-11-13,1.280000,1.330000,1.280000,1.300000,1.300000,254800
2009-11-16,1.300000,1.300000,1.270000,1.270000,1.270000,517700
2009-11-17,1.260000,1.260000,1.260000,1.260000,1.260000,251100
2009-11-18,1.220000,1.220000,1.220000,1.220000,1.220000,19500
2009-11-19,1.240000,1.240000,1.230000,1.240000,1.240000,4200
2009-11-20,1.240000,1.240000,1.240000,1.240000,1.240000,0
2009-11-23,1.280000,1.280000,1.210000,1.210000,1.210000,4300
2009-11-24,1.260000,1.260000,1.260000,1.260000,1.260000,1300
2009-11-25,1.260000,1.340000,1.260000,1.340000,1.340000,12000
2009-11-27,1.280000,1.320000,1.280000,1.320000,1.320000,7300
2009-11-30,1.470000,1.470000,1.420000,1.440000,1.440000,18700
2009-12-01,1.460000,1.460000,1.430000,1.440000,1.440000,2800
2009-12-02,1.440000,1.440000,1.440000,1.440000,1.440000,3600
2009-12-03,1.440000,1.440000,1.410000,1.410000,1.410000,1900
2009-12-04,1.390000,1.390000,1.390000,1.390000,1.390000,1000
2009-12-07,1.310000,1.330000,1.310000,1.320000,1.320000,1100
2009-12-08,1.370000,1.410000,1.300000,1.300000,1.300000,7000
2009-12-09,1.320000,1.460000,1.320000,1.460000,1.460000,18000
2009-12-10,1.420000,1.420000,1.420000,1.420000,1.420000,10000
2009-12-11,1.400000,1.410000,1.380000,1.380000,1.380000,9200
2009-12-14,1.440000,1.450000,1.440000,1.440000,1.440000,4100
2009-12-15,1.400000,1.450000,1.400000,1.440000,1.440000,2900
2009-12-16,1.440000,1.460000,1.400000,1.400000,1.400000,33500
2009-12-17,1.390000,1.390000,1.380000,1.390000,1.390000,20000
2009-12-18,1.400000,1.410000,1.400000,1.400000,1.400000,1400
2009-12-21,1.450000,1.450000,1.390000,1.440000,1.440000,5500
2009-12-22,1.410000,1.410000,1.410000,1.410000,1.410000,6900
2009-12-23,1.420000,1.450000,1.410000,1.430000,1.430000,12200
2009-12-24,1.420000,1.440000,1.420000,1.440000,1.440000,700
2009-12-28,1.440000,1.440000,1.440000,1.440000,1.440000,0
2009-12-29,1.460000,1.590000,1.440000,1.500000,1.500000,14400
2009-12-30,1.610000,1.610000,1.590000,1.600000,1.600000,15700
2009-12-31,1.620000,1.670000,1.530000,1.670000,1.670000,16100
2010-01-04,1.620000,1.620000,1.590000,1.590000,1.590000,11500
2010-01-05,1.650000,1.840000,1.650000,1.790000,1.790000,27600
2010-01-06,1.810000,1.810000,1.740000,1.770000,1.770000,35000
2010-01-07,1.840000,1.920000,1.800000,1.920000,1.920000,19200
2010-01-08,1.950000,2.070000,1.920000,2.070000,2.070000,45400
2010-01-11,2.140000,2.660000,2.090000,2.390000,2.390000,91400
2010-01-12,2.420000,2.420000,2.000000,2.110000,2.110000,39200
2010-01-13,2.090000,2.090000,1.950000,2.010000,2.010000,21800
2010-01-14,2.070000,2.370000,2.070000,2.370000,2.370000,38200
2010-01-15,2.510000,2.520000,2.110000,2.220000,2.220000,31200
2010-01-19,2.340000,2.350000,2.290000,2.320000,2.320000,27700
2010-01-20,2.290000,2.290000,2.180000,2.180000,2.180000,4400
2010-01-21,2.220000,2.220000,2.200000,2.210000,2.210000,6400
2010-01-22,2.110000,2.110000,2.030000,2.030000,2.030000,6500
2010-01-25,2.070000,2.070000,1.990000,1.990000,1.990000,15600
2010-01-26,1.990000,2.060000,1.980000,2.060000,2.060000,12900
2010-01-27,2.030000,2.030000,1.890000,1.910000,1.910000,9700
2010-01-28,1.960000,1.990000,1.950000,1.960000,1.960000,17700
2010-01-29,1.970000,2.060000,1.970000,2.010000,2.010000,3300
2010-02-01,2.040000,2.040000,1.950000,2.020000,2.020000,26100
2010-02-02,2.040000,2.040000,2.000000,2.030000,2.030000,2700
2010-02-03,2.070000,2.100000,2.050000,2.070000,2.070000,46400
2010-02-04,2.020000,2.020000,1.910000,1.960000,1.960000,31700
2010-02-05,1.920000,2.000000,1.770000,2.000000,2.000000,26800
2010-02-08,1.990000,1.990000,1.980000,1.990000,1.990000,5700
2010-02-09,2.030000,2.030000,1.980000,2.010000,2.010000,15200
2010-02-10,2.010000,2.010000,1.980000,2.010000,2.010000,6200
2010-02-11,2.020000,2.110000,2.000000,2.110000,2.110000,17000
2010-02-12,2.090000,2.100000,2.050000,2.050000,2.050000,4700
2010-02-16,2.020000,2.020000,2.020000,2.020000,2.020000,100
2010-02-17,2.020000,2.020000,2.020000,2.020000,2.020000,0
2010-02-18,1.960000,1.960000,1.940000,1.940000,1.940000,1500
2010-02-19,1.950000,1.950000,1.950000,1.950000,1.950000,300
2010-02-22,1.990000,1.990000,1.970000,1.970000,1.970000,10600
2010-02-23,1.980000,1.980000,1.940000,1.960000,1.960000,9500
2010-02-24,1.920000,1.930000,1.910000,1.930000,1.930000,1600
2010-02-25,1.860000,1.920000,1.860000,1.910000,1.910000,7000
2010-02-26,1.900000,1.900000,1.900000,1.900000,1.900000,10000
2010-03-01,1.980000,2.050000,1.970000,2.050000,2.050000,13200
2010-03-02,2.060000,2.120000,2.050000,2.070000,2.070000,11500
2010-03-03,2.110000,2.260000,2.080000,2.170000,2.170000,13900
2010-03-04,2.180000,2.190000,2.120000,2.120000,2.120000,7600
2010-03-05,2.230000,2.250000,2.180000,2.180000,2.180000,11700
2010-03-08,2.280000,2.310000,2.280000,2.310000,2.310000,9500
2010-03-09,2.330000,2.330000,2.260000,2.260000,2.260000,1700
2010-03-10,2.210000,2.210000,2.200000,2.200000,2.200000,3700
2010-03-11,2.070000,2.080000,2.070000,2.080000,2.080000,1200
2010-03-12,2.170000,2.170000,2.070000,2.120000,2.120000,7500
2010-03-15,2.050000,2.080000,2.050000,2.070000,2.070000,6800
2010-03-16,2.070000,2.130000,2.070000,2.130000,2.130000,19700
2010-03-17,2.100000,2.110000,2.100000,2.110000,2.110000,10200
2010-03-18,2.120000,2.140000,2.060000,2.060000,2.060000,3700
2010-03-19,2.040000,2.040000,2.010000,2.010000,2.010000,24100
2010-03-22,1.990000,1.990000,1.970000,1.990000,1.990000,6600
2010-03-23,2.000000,2.020000,2.000000,2.010000,2.010000,2100
2010-03-24,1.960000,1.970000,1.950000,1.960000,1.960000,13000
2010-03-25,1.950000,1.970000,1.860000,1.860000,1.860000,13900
2010-03-26,1.860000,1.860000,1.820000,1.820000,1.820000,700
2010-03-29,1.830000,1.870000,1.770000,1.870000,1.870000,27200
2010-03-30,1.840000,1.840000,1.790000,1.800000,1.800000,1900
2010-03-31,1.850000,1.880000,1.840000,1.880000,1.880000,9400
2010-04-01,1.880000,1.880000,1.880000,1.880000,1.880000,0
2010-04-05,1.880000,1.880000,1.840000,1.850000,1.850000,13100
2010-04-06,1.790000,1.810000,1.730000,1.730000,1.730000,24900
2010-04-07,1.730000,1.730000,1.730000,1.730000,1.730000,0
2010-04-08,1.970000,2.030000,1.970000,2.030000,2.030000,3500
2010-04-09,1.990000,2.010000,1.980000,2.010000,2.010000,36000
2010-04-12,1.900000,1.920000,1.900000,1.920000,1.920000,800
2010-04-13,1.990000,2.020000,1.970000,2.000000,2.000000,31400
2010-04-14,1.990000,2.000000,1.990000,2.000000,2.000000,2000
2010-04-15,2.060000,2.060000,2.020000,2.020000,2.020000,2900
2010-04-16,1.970000,1.970000,1.860000,1.860000,1.860000,4000
2010-04-19,1.800000,1.810000,1.760000,1.800000,1.800000,22900
2010-04-20,1.800000,1.800000,1.800000,1.800000,1.800000,0
2010-04-21,1.890000,1.990000,1.890000,1.960000,1.960000,50600
2010-04-22,1.930000,1.930000,1.930000,1.930000,1.930000,600
2010-04-23,1.900000,1.900000,1.900000,1.900000,1.900000,500
2010-04-26,1.950000,1.950000,1.950000,1.950000,1.950000,200
2010-04-27,1.940000,1.950000,1.890000,1.890000,1.890000,1500
2010-04-28,1.960000,1.960000,1.920000,1.920000,1.920000,2200
2010-04-29,1.920000,1.920000,1.920000,1.920000,1.920000,0
2010-04-30,1.820000,1.820000,1.790000,1.790000,1.790000,11200
2010-05-03,1.780000,1.830000,1.780000,1.810000,1.810000,15000
2010-05-04,1.800000,1.830000,1.790000,1.800000,1.800000,57000
2010-05-05,1.800000,1.800000,1.740000,1.740000,1.740000,4200
2010-05-06,1.730000,1.750000,1.700000,1.700000,1.700000,10100
2010-05-07,1.670000,1.670000,1.580000,1.640000,1.640000,3300
2010-05-10,1.610000,1.610000,1.570000,1.570000,1.570000,5500
2010-05-11,1.570000,1.580000,1.570000,1.580000,1.580000,5500
2010-05-12,1.770000,1.820000,1.770000,1.800000,1.800000,2100
2010-05-13,1.800000,1.800000,1.800000,1.800000,1.800000,0
2010-05-14,1.750000,1.750000,1.750000,1.750000,1.750000,1700
2010-05-17,1.650000,1.650000,1.520000,1.520000,1.520000,6500
2010-05-18,1.540000,1.540000,1.540000,1.540000,1.540000,500
2010-05-19,1.450000,1.520000,1.450000,1.470000,1.470000,51300
2010-05-20,1.400000,1.410000,1.390000,1.390000,1.390000,12000
2010-05-21,1.330000,1.460000,1.330000,1.430000,1.430000,6300
2010-05-24,1.430000,1.430000,1.430000,1.430000,1.430000,0
2010-05-25,1.340000,1.480000,1.340000,1.480000,1.480000,80200
2010-05-26,1.430000,1.450000,1.430000,1.440000,1.440000,3300
2010-05-27,1.510000,1.520000,1.510000,1.520000,1.520000,1500
2010-05-28,1.450000,1.450000,1.430000,1.430000,1.430000,1500
2010-06-01,1.380000,1.400000,1.360000,1.400000,1.400000,4500
2010-06-02,1.320000,1.370000,1.320000,1.370000,1.370000,600
2010-06-03,1.370000,1.370000,1.370000,1.370000,1.370000,0
2010-06-04,1.350000,1.350000,1.350000,1.350000,1.350000,400
2010-06-07,1.350000,1.350000,1.350000,1.350000,1.350000,0
2010-06-08,1.440000,1.440000,1.390000,1.390000,1.390000,400
2010-06-09,1.430000,1.430000,1.430000,1.430000,1.430000,1800
2010-06-10,1.440000,1.440000,1.420000,1.420000,1.420000,200
2010-06-11,1.400000,1.400000,1.400000,1.400000,1.400000,1400
2010-06-14,1.390000,1.390000,1.370000,1.370000,1.370000,20100
2010-06-15,1.370000,1.370000,1.370000,1.370000,1.370000,0
2010-06-16,1.370000,1.380000,1.370000,1.370000,1.370000,5700
2010-06-17,1.360000,1.370000,1.350000,1.350000,1.350000,20600
2010-06-18,1.470000,1.470000,1.370000,1.370000,1.370000,15200
2010-06-21,1.410000,1.440000,1.410000,1.440000,1.440000,10400
