DATE,TRANSACTION ID,DESCRIPTION,QUANTITY,SYMBOL,PRICE,COMMISSION,AMOUNT,NET CASH BALANCE,REG FEE,SHORT-TERM RDM FEE,FUND REDEMPTION FEE, DEFERRED SALES CHARGE
06/29/2007,2932921252,MONEY MARKET INTEREST (MMDA1),0.14,MMDA1,,,0.00,---,,,,
06/13/2007,2884758813,MONEY MARKET PURCHASE (MMDA1),1595.11,MMDA1,,,0.00,---,,,,
06/13/2007,2884758811,MONEY MARKET PURCHASE,,,,,-1595.11,---,,,,
06/08/2007,2875777875,Sold 55 OMM @ 29.2206,55,OMM,29.2206,9.99,1595.11,---,0.03,,,
06/06/2007,2867677001,MONEY MARKET PURCHASE (MMDA1),5.5,MMDA1,,,0.00,---,,,,
06/06/2007,2867676999,MONEY MARKET PURCHASE,,,,,-5.50,---,,,,
06/05/2007,2866411918,QUALIFIED DIVIDEND (OMM),,OMM,,,5.50,---,,,,
05/31/2007,2848506107,MONEY MARKET INTEREST (MMDA1),0.07,MMDA1,,,0.00,---,,,,
05/24/2007,2833025629,MONEY MARKET PURCHASE (MMDA1),2.1,MMDA1,,,0.00,---,,,,
05/24/2007,2833025587,MONEY MARKET PURCHASE,,,,,-2.10,---,,,,
05/24/2007,2832881467,QUALIFIED DIVIDEND (GS),,GS,,,2.10,---,,,,
05/04/2007,2747693328,MONEY MARKET PURCHASE,,,,,-2.00,---,,,,
05/04/2007,2747693331,MONEY MARKET PURCHASE (MMDA1),2,MMDA1,,,0.00,---,,,,
05/04/2007,2747333955,QUALIFIED DIVIDEND (LOW),,LOW,,,2.00,---,,,,
04/30/2007,2738169877,MONEY MARKET INTEREST (MMDA1),0.07,MMDA1,,,0.00,---,,,,
03/30/2007,2696073390,MONEY MARKET INTEREST (MMDA1),0.07,MMDA1,,,0.00,---,,,,
03/29/2007,2690326591,MONEY MARKET PURCHASE (MMDA1),8.25,MMDA1,,,0.00,---,,,,
03/29/2007,2690326587,MONEY MARKET PURCHASE,,,,,-8.25,---,,,,
03/28/2007,2689416768,QUALIFIED DIVIDEND (OMM),,OMM,,,8.25,---,,,,
03/01/2007,2653112332,MONEY MARKET PURCHASE (MMDA1),6.86,MMDA1,,,0.00,---,,,,
03/01/2007,2653112324,MONEY MARKET PURCHASE,,,,,-6.86,---,,,,
03/01/2007,2651875248,QUALIFIED DIVIDEND (INTC),,INTC,,,7.88,---,,,,
02/28/2007,2648267282,MARGIN INTEREST ADJUSTMENT,,,,,-1.02,---,,,,
02/28/2007,2646544432,MONEY MARKET PURCHASE (MMDA1),782.83,MMDA1,,,0.00,---,,,,
02/28/2007,2646544413,MONEY MARKET PURCHASE,,,,,-782.83,---,,,,
02/26/2007,2642582035,MONEY MARKET REDEMPTION,,,,,334.62,---,,,,
02/26/2007,2642582042,MONEY MARKET REDEMPTION (MMDA1),334.62,MMDA1,,,0.00,---,,,,
02/23/2007,2641798021,OFF-CYCLE INTEREST (MMDA1),,MMDA1,,,0.02,---,,,,
02/23/2007,2641358747,DISBURSEMENT (ACD REQUEST),,,,,-1000.00,---,,,,
02/23/2007,2641349656,Sold 70 INTC @ 20.8604,70,INTC,20.8604,9.99,1448.19,---,0.05,,,
02/22/2007,2639220534,MONEY MARKET PURCHASE,,,,,-2.10,---,,,,
02/22/2007,2639220536,MONEY MARKET PURCHASE (MMDA1),2.1,MMDA1,,,0.00,---,,,,
02/22/2007,2638952901,QUALIFIED DIVIDEND (GS),,GS,,,2.10,---,,,,
02/02/2007,2616151730,MONEY MARKET PURCHASE (MMDA1),2,MMDA1,,,0.00,---,,,,
02/02/2007,2616151726,MONEY MARKET PURCHASE,,,,,-2.00,---,,,,
02/02/2007,2615759808,QUALIFIED DIVIDEND (LOW),,LOW,,,2.00,---,,,,
01/31/2007,2612815979,MONEY MARKET INTEREST (MMDA1),0.07,MMDA1,,,0.00,---,,,,
01/30/2007,2607319161,MONEY MARKET REDEMPTION,,,,,515.00,---,,,,
01/30/2007,2607319165,MONEY MARKET REDEMPTION (MMDA1),515,MMDA1,,,0.00,---,,,,
01/29/2007,2606282562,DISBURSEMENT (ACD REQUEST),,,,,-500.00,---,,,,
01/29/2007,2606282467,OVERNIGHT FEE,,,,,-15.00,---,,,,
01/09/2007,2575784172,MONEY MARKET PURCHASE (MMDA1),7.7,MMDA1,,,0.00,---,,,,
01/09/2007,2575784168,MONEY MARKET PURCHASE,,,,,-7.70,---,,,,
01/08/2007,2575002279,QUALIFIED DIVIDEND (OMM),,OMM,,,7.70,---,,,,
01/03/2007,2568476602,MONEY MARKET REDEMPTION,,,,,0.37,---,,,,
01/03/2007,2568476603,MONEY MARKET REDEMPTION (MMDA1),0.37,MMDA1,,,0.00,---,,,,
01/02/2007,2564696932,MARGIN INTEREST ADJUSTMENT,,,,,-0.37,---,,,,
12/29/2006,2564263371,MONEY MARKET INTEREST (MMDA1),0.07,MMDA1,,,0.00,---,,,,
12/01/2006,2518717332,MONEY MARKET PURCHASE (MMDA1),838.05,MMDA1,,,0.00,---,,,,
12/01/2006,2518717320,MONEY MARKET PURCHASE,,,,,-838.05,---,,,,
12/01/2006,2518024585,QUALIFIED DIVIDEND (INTC),,INTC,,,7.00,---,,,,
11/29/2006,2512214405,MONEY MARKET REDEMPTION (MMDA1),96.49,MMDA1,,,0.00,---,,,,
11/29/2006,2512214404,MONEY MARKET REDEMPTION,,,,,96.49,---,,,,
11/28/2006,2511707800,OFF-CYCLE INTEREST (MMDA1),,MMDA1,,,0.01,---,,,,
11/28/2006,2511254336,DISBURSEMENT (ACD REQUEST),,,,,-500.00,---,,,,
11/28/2006,2511217479,Sold 40 PHM @ 31.1644,40,PHM,31.1644,9.99,1234.55,---,0.04,,,
11/03/2006,2483514687,MONEY MARKET REDEMPTION (MMDA1),1145.73,MMDA1,,,0.00,---,,,,
11/03/2006,2483514684,MONEY MARKET REDEMPTION,,,,,1145.73,---,,,,
11/03/2006,2483359686,QUALIFIED DIVIDEND (LOW),,LOW,,,2.00,---,,,,
***END OF FILE***
