DATE,TRANSACTION ID,DESCRIPTION,QUANTITY,SYMBOL,PRICE,COMMISSION,AMOUNT,NET CASH BALANCE,REG FEE,SHORT-TERM RDM FEE,FUND REDEMPTION FEE, DEFERRED SALES CHARGE
01/26/2010,5684251573,MONEY MARKET PURCHASE,,,,,-121.38,---,,,,
01/26/2010,5684251576,MONEY MARKET PURCHASE (MMDA10),121.38,MMDA10,,,0.00,---,,,,
01/25/2010,5678529548,MARK TO THE MARKET,,,,,-121.38,---,,,,
01/25/2010,5678529549,MARK TO THE MARKET,,,,,121.38,---,,,,
01/19/2010,5666304025,MONEY MARKET REDEMPTION,,,,,113.90,---,,,,
01/19/2010,5666304028,MONEY MARKET REDEMPTION (MMDA10),113.9,MMDA10,,,0.00,---,,,,
01/15/2010,5660113560,MARK TO THE MARKET,,,,,113.90,---,,,,
01/15/2010,5660113559,MARK TO THE MARKET,,,,,-113.90,---,,,,
01/05/2010,5631625023,MONEY MARKET PURCHASE,,,,,-11.46,---,,,,
01/05/2010,5631625029,MONEY MARKET PURCHASE (MMDA10),11.46,MMDA10,,,0.00,---,,,,
01/05/2010,5631135593,ORDINARY DIVIDEND (AGG),,AGG,,,11.46,---,,,,
01/04/2010,5627955806,DIVIDEND SHORT SALE (HOT),,HOT,,,-6.80,---,,,,
01/04/2010,5624193802,MONEY MARKET PURCHASE,,,,,-11.46,---,,,,
01/04/2010,5621143575,QUALIFIED DIVIDEND (NKE),,NKE,,,8.10,---,,,,
01/04/2010,5620981062,QUALIFIED DIVIDEND (CEG),,CEG,,,3.36,---,,,,
01/04/2010,5624193836,MONEY MARKET PURCHASE (MMDA10),11.46,MMDA10,,,0.00,---,,,,
12/31/2009,5601619750,MONEY MARKET INTEREST (MMDA10),0.42,MMDA10,,,0.00,---,,,,
12/30/2009,5590262980,MONEY MARKET PURCHASE (MMDA10),8.19,MMDA10,,,0.00,---,,,,
12/30/2009,5590262974,MONEY MARKET PURCHASE,,,,,-8.19,---,,,,
12/30/2009,5589672000,QUALIFIED DIVIDEND (GS),,GS,,,2.10,---,,,,
12/29/2009,5588107297,FOREIGN TAX WITHHELD (PBR),,PBR,,,-1.08,---,,,,
12/29/2009,5588107296,QUALIFIED DIVIDEND (PBR),,PBR,,,7.17,---,,,,
12/18/2009,5552880045,MONEY MARKET PURCHASE (MMDA10),25.7,MMDA10,,,0.00,---,,,,
12/18/2009,5552880015,MONEY MARKET PURCHASE,,,,,-25.70,---,,,,
12/17/2009,5550412060,FOREIGN TAX WITHHELD (ELP),,ELP,,,-4.54,---,,,,
12/17/2009,5550412059,QUALIFIED DIVIDEND (ELP),,ELP,,,30.24,---,,,,
12/17/2009,5548812510,MONEY MARKET REDEMPTION (MMDA10),103.45,MMDA10,,,0.00,---,,,,
12/17/2009,5548812503,MONEY MARKET REDEMPTION,,,,,103.45,---,,,,
12/16/2009,5546777745,FOREIGN TAX WITHHELD (NTDOY),,NTDOY,,,-0.51,---,,,,
12/16/2009,5546777744,QUALIFIED DIVIDEND (NTDOY),,NTDOY,,,7.22,---,,,,
12/16/2009,5543363992,MARK TO THE MARKET,,,,,110.16,---,,,,
12/16/2009,5543363991,MARK TO THE MARKET,,,,,-110.16,---,,,,
12/10/2009,5529005039,MONEY MARKET PURCHASE (MMDA10),25,MMDA10,,,0.00,---,,,,
12/10/2009,5529005015,MONEY MARKET PURCHASE,,,,,-25.00,---,,,,
12/10/2009,5526844808,RETURN OF CAPITAL (USMO),,USMO,,,25.00,---,,,,
12/08/2009,5520947990,MONEY MARKET PURCHASE (MMDA10),9.29,MMDA10,,,0.00,---,,,,
12/08/2009,5520947978,MONEY MARKET PURCHASE,,,,,-9.29,---,,,,
12/07/2009,5518839901,FOREIGN TAX WITHHELD (PBR),,PBR,,,-1.64,---,,,,
12/07/2009,5518839900,QUALIFIED DIVIDEND (PBR),,PBR,,,10.93,---,,,,
12/07/2009,5517355925,MONEY MARKET PURCHASE,,,,,-13.40,---,,,,
12/07/2009,5516400450,ORDINARY DIVIDEND (AGG),,AGG,,,13.40,---,,,,
12/07/2009,5517355942,MONEY MARKET PURCHASE (MMDA10),13.4,MMDA10,,,0.00,---,,,,
12/01/2009,5502201285,MONEY MARKET PURCHASE (MMDA10),10.24,MMDA10,,,0.00,---,,,,
12/01/2009,5502201269,MONEY MARKET PURCHASE,,,,,-10.24,---,,,,
12/01/2009,5499715991,QUALIFIED DIVIDEND (PFE),,PFE,,,10.24,---,,,,
11/30/2009,5493513758,MONEY MARKET INTEREST (MMDA10),0.72,MMDA10,,,0.00,---,,,,
11/30/2009,5489680121,MONEY MARKET PURCHASE,,,,,-2.40,---,,,,
11/30/2009,5488734958,QUALIFIED DIVIDEND (RAIL),,RAIL,,,2.40,---,,,,
11/30/2009,5489680133,MONEY MARKET PURCHASE (MMDA10),2.4,MMDA10,,,0.00,---,,,,
11/25/2009,5484156849,MONEY MARKET REDEMPTION (MMDA10),5516.34,MMDA10,,,0.00,---,,,,
11/25/2009,5484156844,MONEY MARKET REDEMPTION,,,,,5516.34,---,,,,
11/20/2009,5475691523,Bought 38 AGG @ 105.0995,38,AGG,105.0995,9.99,-4003.77,---,,,,
11/20/2009,5475678906,Bought 79 LPHI @ 19.02,79,LPHI,19.02,9.99,-1512.57,---,,,,
11/13/2009,5458876400,MONEY MARKET PURCHASE (MMDA10),11.44,MMDA10,,,0.00,---,,,,
11/13/2009,5458876386,MONEY MARKET PURCHASE,,,,,-11.44,---,,,,
11/13/2009,5458065988,QUALIFIED DIVIDEND (CL),,CL,,,11.44,---,,,,
11/12/2009,5455780703,MONEY MARKET PURCHASE,,,,,-1424.76,---,,,,
11/12/2009,5455780709,MONEY MARKET PURCHASE (MMDA10),1424.76,MMDA10,,,0.00,---,,,,
11/10/2009,5450146000,MARK TO THE MARKET,,,,,134.80,---,,,,
11/10/2009,5450145999,MARK TO THE MARKET,,,,,-134.80,---,,,,
11/06/2009,5446837242,Sold 32 PBR @ 49.05,32,PBR,49.05,9.99,1559.56,---,0.05,,,
11/04/2009,5440129973,Sold Short 34 HOT @ 29.46,34,HOT,29.46,9.99,991.62,---,0.03,,,
***END OF FILE***
