DATE,TRANSACTION ID,DESCRIPTION,QUANTITY,SYMBOL,PRICE,COMMISSION,AMOUNT,NET CASH BALANCE,REG FEE,SHORT-TERM RDM FEE,FUND REDEMPTION FEE, DEFERRED SALES CHARGE
08/30/2013,10438662306,MONEY MARKET INTEREST (MMDA10),0.08,MMDA10,,,0.00,---,,,,
08/26/2013,10417049801,MONEY MARKET REDEMPTION,,,,,2190.40,---,,,,
08/26/2013,10417049822,MONEY MARKET REDEMPTION (MMDA10),2190.4,MMDA10,,,0.00,---,,,,
08/23/2013,10412042004,MONEY MARKET PURCHASE (MMDA10),21.27,MMDA10,,,0.00,---,,,,
08/23/2013,10412041985,MONEY MARKET PURCHASE,,,,,-21.27,---,,,,
08/22/2013,10407946050,MONEY MARKET REDEMPTION,,,,,938.63,---,,,,
08/22/2013,10407946067,MONEY MARKET REDEMPTION (MMDA10),938.63,MMDA10,,,0.00,---,,,,
08/21/2013,10405066160,Bought 98 WBMD @ 31.6099,98,WBMD,31.6099,9.99,-3107.76,---,,,,
07/31/2013,10328441829,MONEY MARKET INTEREST (MMDA10),0.08,MMDA10,,,0.00,---,,,,
06/28/2013,10206099033,MONEY MARKET INTEREST (MMDA10),0.08,MMDA10,,,0.00,---,,,,
05/31/2013,10075509272,MONEY MARKET INTEREST (MMDA10),0.09,MMDA10,,,0.00,---,,,,
05/23/2013,10045546354,MONEY MARKET PURCHASE (MMDA10),2.69,MMDA10,,,0.00,---,,,,
05/23/2013,10045546340,MONEY MARKET PURCHASE,,,,,-2.69,---,,,,
05/22/2013,10042945006,CASH IN LIEU OF FRACTIONAL SHARES (STTYD),,STTYD,,,2.69,---,,,,
05/16/2013,10023964863,MANDATORY REVERSE SPLIT (STTYD),441,STTYD,,,0.00,---,,,,
05/16/2013,10023964861,MANDATORY REVERSE SPLIT (80013L100),4419,,,,0.00,---,,,,
05/16/2013,10020999961,MONEY MARKET REDEMPTION (MMDA10),1582.99,MMDA10,,,0.00,---,,,,
05/16/2013,10020999939,MONEY MARKET REDEMPTION,,,,,1582.99,---,,,,
05/15/2013,10017093301,Bought 1100 INFU @ 1.43,1100,INFU,1.43,9.99,-1582.99,---,,,,
04/30/2013,9915321901,MONEY MARKET INTEREST (MMDA10),0.11,MMDA10,,,0.00,---,,,,
04/23/2013,9884883377,MONEY MARKET REDEMPTION,,,,,1785.87,---,,,,
04/23/2013,9884883420,MONEY MARKET REDEMPTION (MMDA10),1785.87,MMDA10,,,0.00,---,,,,
04/22/2013,9882281183,Bought 1200 INFU @ 1.4799,1200,INFU,1.4799,9.99,-1785.87,---,,,,
04/05/2013,9829780052,MONEY MARKET REDEMPTION,,,,,2172.24,---,,,,
04/05/2013,9829780112,MONEY MARKET REDEMPTION (MMDA10),2172.24,MMDA10,,,0.00,---,,,,
04/04/2013,9825593133,Bought 225 CWGL @ 9.61,225,CWGL,9.61,9.99,-2172.24,---,,,,
04/02/2013,9810837244,MONEY MARKET REDEMPTION,,,,,1650.49,---,,,,
04/02/2013,9810837285,MONEY MARKET REDEMPTION (MMDA10),1650.49,MMDA10,,,0.00,---,,,,
04/01/2013,9805673057,Bought 1930 NROM @ 0.85,1930,NROM,0.85,9.99,-1650.49,---,,,,
03/28/2013,9790186390,MONEY MARKET INTEREST (MMDA10),0.14,MMDA10,,,0.00,---,,,,
02/28/2013,9683824539,MONEY MARKET INTEREST (MMDA10),0.11,MMDA10,,,0.00,---,,,,
02/08/2013,9619740974,MONEY MARKET PURCHASE,,,,,-8.04,---,,,,
02/08/2013,9619740976,MONEY MARKET PURCHASE (MMDA10),8.04,MMDA10,,,0.00,---,,,,
02/07/2013,9614200150,ORDINARY DIVIDEND (AGG),,AGG,,,8.04,---,,,,
02/06/2013,9611340015,MONEY MARKET PURCHASE,,,,,-16255.52,---,,,,
02/06/2013,9611340019,MONEY MARKET PURCHASE (MMDA10),16255.52,MMDA10,,,0.00,---,,,,
02/01/2013,9598259308,Bought 150 SHFK @ 11.3,150,SHFK,11.30,9.99,-1704.99,---,,,,
02/01/2013,9598250537,Bought 2400 NROM @ 1.04,2400,NROM,1.04,9.99,-2505.99,---,,,,
02/01/2013,9598247908,Sold 750 AXANF @ 1.2721,750,AXANF,1.2721,9.99,944.06,---,0.03,,,
02/01/2013,9598243140,Sold 125 DV @ 25.7102,125,DV,25.7102,9.99,3203.71,---,0.08,,,
02/01/2013,9598242118,Sold 38 AGG @ 110.0201,38,AGG,110.0201,0.00,4180.66,---,0.10,,,
02/01/2013,9598239517,Sold 12 CMG @ 312.6301,12,CMG,312.6301,9.99,3741.48,---,0.09,,,
02/01/2013,9598237574,Sold 106 DX @ 10.1602,106,DX,10.1602,9.99,1066.96,---,0.03,,,
02/01/2013,9598236622,Sold 300 LMAT @ 6.1802,300,LMAT,6.1802,9.99,1844.02,---,0.05,,,
02/01/2013,9598236285,Sold 85 LVB @ 22.4558,85,LVB,22.4558,9.99,1898.70,---,0.05,,,
02/01/2013,9598234500,Sold 87 NLY @ 14.8001,87,NLY,14.8001,9.99,1277.59,---,0.03,,,
02/01/2013,9598233282,Sold 128 RGS @ 18.1201,128,RGS,18.1201,9.99,2309.32,---,0.06,,,
01/31/2013,9587149729,MONEY MARKET INTEREST (MMDA10),0.01,MMDA10,,,0.00,---,,,,
01/31/2013,9580326999,MONEY MARKET PURCHASE (MMDA10),30.74,MMDA10,,,0.00,---,,,,
01/31/2013,9580326989,MONEY MARKET PURCHASE,,,,,-30.74,---,,,,
01/31/2013,9579093320,ORDINARY DIVIDEND (DX),,DX,,,30.74,---,,,,
01/29/2013,9570960925,MONEY MARKET PURCHASE (MMDA10),39.15,MMDA10,,,0.00,---,,,,
01/29/2013,9570960919,MONEY MARKET PURCHASE,,,,,-39.15,---,,,,
01/29/2013,9569964857,ORDINARY DIVIDEND (NLY),,NLY,,,39.15,---,,,,
01/02/2013,9470742918,MONEY MARKET PURCHASE,,,,,-6.77,---,,,,
01/02/2013,9468616311,ORDINARY DIVIDEND (AGG),,AGG,,,8.75,---,,,,
01/02/2013,9470743050,MONEY MARKET PURCHASE (MMDA10),6.77,MMDA10,,,0.00,---,,,,
12/31/2012,9466725042,MARGIN INTEREST ADJUSTMENT,,,,,-1.98,---,,,,
12/19/2012,9408362471,MONEY MARKET PURCHASE (MMDA10),21.25,MMDA10,,,0.00,---,,,,
12/19/2012,9408362465,MONEY MARKET PURCHASE,,,,,-21.25,---,,,,
12/19/2012,9406643359,QUALIFIED DIVIDEND (DV),,DV,,,21.25,---,,,,
12/17/2012,9392873843,MONEY MARKET PURCHASE,,,,,-626.79,---,,,,
12/17/2012,9392873855,MONEY MARKET PURCHASE (MMDA10),626.79,MMDA10,,,0.00,---,,,,
12/14/2012,9385469830,MONEY MARKET REDEMPTION (MMDA10),1165.83,MMDA10,,,0.00,---,,,,
12/14/2012,9385469813,MONEY MARKET REDEMPTION,,,,,1165.83,---,,,,
12/13/2012,9381513577,CLIENT REQUESTED ELECTRONIC FUNDING DISBURSEMENT (FUNDS NOW),,,,,-800.00,---,,,,
12/13/2012,9381444948,CLIENT REQUESTED ELECTRONIC FUNDING DISBURSEMENT (FUNDS NOW),,,,,-3000.00,---,,,,
12/12/2012,9375145948,Sold 83 TEVA @ 39.41,83,TEVA,39.41,9.99,3260.96,---,0.08,,,
12/07/2012,9357471818,MONEY MARKET PURCHASE,,,,,-25.33,---,,,,
12/07/2012,9357471845,MONEY MARKET PURCHASE (MMDA10),25.33,MMDA10,,,0.00,---,,,,
12/07/2012,9355765373,LONG TERM GAIN DISTRIBUTION (AGG),,AGG,,,1.51,---,,,,
12/07/2012,9355707855,ORDINARY DIVIDEND (AGG),,AGG,,,8.45,---,,,,
12/07/2012,9355705642,SHORT TERM CAPITAL GAINS (AGG),,AGG,,,15.37,---,,,,
12/04/2012,9342936817,MONEY MARKET PURCHASE,,,,,-24.29,---,,,,
12/04/2012,9342936871,MONEY MARKET PURCHASE (MMDA10),24.29,MMDA10,,,0.00,---,,,,
12/04/2012,9341682964,QUALIFIED DIVIDEND (LMAT),,LMAT,,,7.50,---,,,,
12/03/2012,9339640904,FOREIGN TAX WITHHELD (TEVA),,TEVA,,,-4.39,---,,,,
12/03/2012,9339640903,QUALIFIED DIVIDEND (TEVA),,TEVA,,,21.18,---,,,,
12/03/2012,9335069967,MONEY MARKET REDEMPTION,,,,,1007.49,---,,,,
12/03/2012,9335069985,MONEY MARKET REDEMPTION (MMDA10),1007.49,MMDA10,,,0.00,---,,,,
11/30/2012,9329041574,MONEY MARKET INTEREST (MMDA10),0.02,MMDA10,,,0.00,---,,,,
11/28/2012,9316299853,Bought 95 SHFK @ 10.5,95,SHFK,10.50,9.99,-1007.49,---,,,,
11/23/2012,9304852468,MONEY MARKET PURCHASE,,,,,-7.68,---,,,,
11/23/2012,9304246363,QUALIFIED DIVIDEND (RGS),,RGS,,,7.68,---,,,,
11/23/2012,9304852470,MONEY MARKET PURCHASE (MMDA10),7.68,MMDA10,,,0.00,---,,,,
11/16/2012,9287145407,MONEY MARKET REDEMPTION,,,,,1097.99,---,,,,
11/16/2012,9287145410,MONEY MARKET REDEMPTION (MMDA10),1097.99,MMDA10,,,0.00,---,,,,
11/13/2012,9274343960,Bought 1600 NROM @ 0.68,1600,NROM,0.68,9.99,-1097.99,---,,,,
11/07/2012,9257952732,MONEY MARKET PURCHASE,,,,,-9.22,---,,,,
11/07/2012,9257952739,MONEY MARKET PURCHASE (MMDA10),9.22,MMDA10,,,0.00,---,,,,
11/07/2012,9256817965,ORDINARY DIVIDEND (AGG),,AGG,,,9.22,---,,,,
11/06/2012,9254197852,MONEY MARKET REDEMPTION,,,,,1600.00,---,,,,
11/06/2012,9254197859,MONEY MARKET REDEMPTION (MMDA10),1600,MMDA10,,,0.00,---,,,,
11/05/2012,9250762290,CLIENT REQUESTED ELECTRONIC FUNDING DISBURSEMENT (FUNDS NOW),,,,,-1600.00,---,,,,
11/05/2012,9250004359,MONEY MARKET PURCHASE,,,,,-4151.34,---,,,,
11/05/2012,9250004365,MONEY MARKET PURCHASE (MMDA10),4151.34,MMDA10,,,0.00,---,,,,
10/31/2012,9229267288,MONEY MARKET INTEREST (MMDA10),0.04,MMDA10,,,0.00,---,,,,
10/31/2012,9224838536,Sold 7 AAPL @ 594.49,7,AAPL,594.49,9.99,4151.34,---,0.10,,,
10/31/2012,9223872555,MONEY MARKET PURCHASE (MMDA10),30.74,MMDA10,,,0.00,---,,,,
10/31/2012,9223872547,MONEY MARKET PURCHASE,,,,,-30.74,---,,,,
10/31/2012,9222679053,ORDINARY DIVIDEND (DX),,DX,,,30.74,---,,,,
***END OF FILE***
