DATE,TRANSACTION ID,DESCRIPTION,QUANTITY,SYMBOL,PRICE,COMMISSION,AMOUNT,NET CASH BALANCE,REG FEE,SHORT-TERM RDM FEE,FUND REDEMPTION FEE, DEFERRED SALES CHARGE
05/07/2015,13204171995,MONEY MARKET REDEMPTION (MMDA1),2988,MMDA1,,,0.00,---,,,,
05/04/2015,13189743721,Bought 2000 AXLE @ 0.465,2000,AXLE,0.465,7.00,-937.00,---,,,,
05/04/2015,13189506795,Bought 80 USAK @ 25.55,80,USAK,25.55,7.00,-2051.00,---,,,,
04/30/2015,13169444782,MONEY MARKET INTEREST (MMDA1),0.07,MMDA1,,,0.00,---,,,,
04/24/2015,13136059352,MONEY MARKET REDEMPTION,,,,,3006.78,---,,,,
04/24/2015,13136059361,MONEY MARKET REDEMPTION (MMDA1),3006.78,MMDA1,,,0.00,---,,,,
04/21/2015,13122884587,Bought 750 PRSS @ 3.9997,750,PRSS,3.9997,7.00,-3006.78,---,,,,
04/21/2015,13120772046,MONEY MARKET PURCHASE (MMDA1),3569.43,MMDA1,,,0.00,---,,,,
04/21/2015,13120772029,MONEY MARKET PURCHASE,,,,,-3569.43,---,,,,
04/17/2015,13100148703,MONEY MARKET PURCHASE (MMDA1),67.5,MMDA1,,,0.00,---,,,,
04/17/2015,13100148689,MONEY MARKET PURCHASE,,,,,-67.50,---,,,,
04/17/2015,13099969758,QUALIFIED DIVIDEND (NAUH),,NAUH,,,67.50,---,,,,
04/16/2015,13097764837,Sold 1150 INFU @ 3.11,1150,INFU,3.11,7.00,3569.43,---,0.07,,,
04/02/2015,13044053626,MONEY MARKET REDEMPTION (MMDA1),2004.5,MMDA1,,,0.00,---,,,,
04/02/2015,13044053615,MONEY MARKET REDEMPTION,,,,,2004.50,---,,,,
04/01/2015,13030492502,MONEY MARKET REDEMPTION (MMDA1),1797,MMDA1,,,0.00,---,,,,
04/01/2015,13030492451,MONEY MARKET REDEMPTION,,,,,1797.00,---,,,,
03/31/2015,13020391746,MONEY MARKET INTEREST (MMDA1),0.11,MMDA1,,,0.00,---,,,,
03/30/2015,13006164674,Bought 2500 PKTEF @ 0.399,2500,PKTEF,0.399,0.00,-997.50,---,,,,
03/30/2015,13006164665,Bought 2500 PKTEF @ 0.4,2500,PKTEF,0.40,7.00,-1007.00,---,,,,
03/27/2015,12999029681,Bought 200 PW @ 8.95,200,PW,8.95,7.00,-1797.00,---,,,,
03/12/2015,12932280555,MONEY MARKET REDEMPTION (MMDA1),1706.95,MMDA1,,,0.00,---,,,,
03/12/2015,12932280533,MONEY MARKET REDEMPTION,,,,,1706.95,---,,,,
03/09/2015,12914893981,Bought 500 NAUH @ 3.3999,500,NAUH,3.3999,7.00,-1706.95,---,,,,
02/27/2015,12869728396,MONEY MARKET INTEREST (MMDA1),0.1,MMDA1,,,0.00,---,,,,
02/26/2015,12857373061,MONEY MARKET PURCHASE,,,,,-177.52,---,,,,
02/26/2015,12857373073,MONEY MARKET PURCHASE (MMDA1),177.52,MMDA1,,,0.00,---,,,,
02/23/2015,12844920239,Bought 1000 NAUH @ 3.2887,1000,NAUH,3.2887,7.00,-3295.70,---,,,,
02/23/2015,12844851147,Sold 1900 AMZKF @ 1.74,1900,AMZKF,1.74,0.00,3305.93,---,0.07,,,
02/23/2015,12844851143,Sold 100 AMZKF @ 1.743,100,AMZKF,1.743,7.00,167.29,---,0.01,,,
01/30/2015,12751728808,MONEY MARKET INTEREST (MMDA1),0.12,MMDA1,,,0.00,---,,,,
12/31/2014,12614721418,MONEY MARKET INTEREST (MMDA1),0.11,MMDA1,,,0.00,---,,,,
12/10/2014,12496310991,MONEY MARKET PURCHASE (MMDA1),2386.51,MMDA1,,,0.00,---,,,,
12/10/2014,12496310981,MONEY MARKET PURCHASE,,,,,-2386.51,---,,,,
12/05/2014,12480035035,Sold 243 AMRK @ 9.8501,243,AMRK,9.8501,7.00,2386.51,---,0.06,,,
11/28/2014,12442284941,MONEY MARKET INTEREST (MMDA1),0.09,MMDA1,,,0.00,---,,,,
11/25/2014,12425150487,MONEY MARKET PURCHASE (MMDA1),3.68,MMDA1,,,0.00,---,,,,
11/25/2014,12425150474,MONEY MARKET PURCHASE,,,,,-3.68,---,,,,
11/25/2014,12424178695,QUALIFIED DIVIDEND (CTO),,CTO,,,3.68,---,,,,
10/31/2014,12328128102,MONEY MARKET INTEREST (MMDA1),0.12,MMDA1,,,0.00,---,,,,
***END OF FILE***
