DATE,TRANSACTION ID,DESCRIPTION,QUANTITY,SYMBOL,PRICE,COMMISSION,AMOUNT,NET CASH BALANCE,REG FEE,SHORT-TERM RDM FEE,FUND REDEMPTION FEE, DEFERRED SALES CHARGE
10/03/2016,15648560822,MONEY MARKET PURCHASE,,,,,-2869.84,---,,,,
10/03/2016,15648560962,MONEY MARKET PURCHASE (MMDA1),2869.84,MMDA1,,,0.00,---,,,,
09/30/2016,15641581645,MONEY MARKET INTEREST (MMDA1),0.12,MMDA1,,,0.00,---,,,,
09/28/2016,15614135739,Sold 13000 PKTEF @ 0.2213,13000,PKTEF,0.2213,7.00,2869.84,---,0.06,,,
09/22/2016,15584619865,MONEY MARKET PURCHASE,,,,,-6285.36,---,,,,
09/22/2016,15584619889,MONEY MARKET PURCHASE (MMDA1),6285.36,MMDA1,,,0.00,---,,,,
09/19/2016,15570322829,Sold 250 SPA @ 25.17,250,SPA,25.17,7.00,6285.36,---,0.14,,,
08/31/2016,15478021433,MONEY MARKET INTEREST (MMDA1),0.11,MMDA1,,,0.00,---,,,,
08/30/2016,15465333233,MONEY MARKET PURCHASE,,,,,-3.68,---,,,,
08/30/2016,15464525984,QUALIFIED DIVIDEND (CTO),,CTO,,,3.68,---,,,,
08/30/2016,15465333247,MONEY MARKET PURCHASE (MMDA1),3.68,MMDA1,,,0.00,---,,,,
07/29/2016,15337740947,MONEY MARKET INTEREST (MMDA1),0.11,MMDA1,,,0.00,---,,,,
06/30/2016,15202878557,MONEY MARKET INTEREST (MMDA1),0.11,MMDA1,,,0.00,---,,,,
05/31/2016,15036533443,MONEY MARKET INTEREST (MMDA1),0.11,MMDA1,,,0.00,---,,,,
05/27/2016,15025465469,MONEY MARKET PURCHASE,,,,,-3.68,---,,,,
05/27/2016,15024975536,QUALIFIED DIVIDEND (CTO),,CTO,,,3.68,---,,,,
05/27/2016,15025465507,MONEY MARKET PURCHASE (MMDA1),3.68,MMDA1,,,0.00,---,,,,
04/29/2016,14913024600,MONEY MARKET INTEREST (MMDA1),0.11,MMDA1,,,0.00,---,,,,
04/19/2016,14859192533,MONEY MARKET PURCHASE,,,,,-548.87,---,,,,
04/19/2016,14859192541,MONEY MARKET PURCHASE (MMDA1),548.87,MMDA1,,,0.00,---,,,,
04/15/2016,14846912418,MONEY MARKET PURCHASE,,,,,-374.29,---,,,,
04/15/2016,14846912438,MONEY MARKET PURCHASE (MMDA1),374.29,MMDA1,,,0.00,---,,,,
04/14/2016,14843655328,Sold 71 PW @ 4.8499,71,PW,4.8499,7.00,337.33,---,0.01,,,
04/14/2016,14844441552,Sold 47 PW @ 4.65,47,PW,4.65,7.00,211.54,---,0.01,,,
04/12/2016,14834987423,Sold 82 PW @ 4.65,82,PW,4.65,7.00,374.29,---,0.01,,,
04/07/2016,14813002102,MONEY MARKET REDEMPTION,,,,,4435.13,---,,,,
04/07/2016,14813002137,MONEY MARKET REDEMPTION (MMDA1),4435.13,MMDA1,,,0.00,---,,,,
04/04/2016,14796958858,Bought 250 SPA @ 17.7125,250,SPA,17.7125,7.00,-4435.13,---,,,,
03/31/2016,14772527703,MONEY MARKET INTEREST (MMDA1),0.13,MMDA1,,,0.00,---,,,,
03/28/2016,14737247612,MONEY MARKET PURCHASE,,,,,-1577.96,---,,,,
03/28/2016,14737247664,MONEY MARKET PURCHASE (MMDA1),1577.96,MMDA1,,,0.00,---,,,,
03/22/2016,14719217786,Sold 100 ORM @ 15.85,100,ORM,15.85,7.00,1577.96,---,0.04,,,
02/29/2016,14610869952,MONEY MARKET INTEREST (MMDA1),0.12,MMDA1,,,0.00,---,,,,
01/29/2016,14450518741,MONEY MARKET INTEREST (MMDA1),0.12,MMDA1,,,0.00,---,,,,
01/13/2016,14361555527,MONEY MARKET PURCHASE,,,,,-8.00,---,,,,
01/13/2016,14360022857,ORDINARY DIVIDEND (ORM),,ORM,,,8.00,---,,,,
01/13/2016,14361555561,MONEY MARKET PURCHASE (MMDA1),8,MMDA1,,,0.00,---,,,,
01/07/2016,14331838668,MONEY MARKET PURCHASE (MMDA1),6294.88,MMDA1,,,0.00,---,,,,
01/07/2016,14331838632,MONEY MARKET PURCHASE,,,,,-6294.88,---,,,,
01/04/2016,14308810092,Sold 200 SHFK @ 31.51,200,SHFK,31.51,7.00,6294.88,---,0.12,,,
12/31/2015,14292085786,MONEY MARKET INTEREST (MMDA1),0.07,MMDA1,,,0.00,---,,,,
12/01/2015,14124962775,MONEY MARKET PURCHASE (MMDA1),468,MMDA1,,,0.00,---,,,,
12/01/2015,14124962739,MONEY MARKET PURCHASE,,,,,-468.00,---,,,,
12/01/2015,14120834387,QUALIFIED DIVIDEND (SHFK),,SHFK,,,468.00,---,,,,
11/30/2015,14117462699,MONEY MARKET INTEREST (MMDA1),0.07,MMDA1,,,0.00,---,,,,
11/30/2015,14109633949,MONEY MARKET PURCHASE,,,,,-3.68,---,,,,
11/30/2015,14108486335,QUALIFIED DIVIDEND (CTO),,CTO,,,3.68,---,,,,
11/30/2015,14109633971,MONEY MARKET PURCHASE (MMDA1),3.68,MMDA1,,,0.00,---,,,,
11/13/2015,14056809601,MONEY MARKET REDEMPTION (MMDA1),1427,MMDA1,,,0.00,---,,,,
11/13/2015,14056809580,MONEY MARKET REDEMPTION,,,,,1427.00,---,,,,
11/09/2015,14039344430,Bought 100 ORM @ 14.2,100,ORM,14.20,7.00,-1427.00,---,,,,
10/30/2015,13989829892,MONEY MARKET INTEREST (MMDA1),0.08,MMDA1,,,0.00,---,,,,
***END OF FILE***
