DATE,TRANSACTION ID,DESCRIPTION,QUANTITY,SYMBOL,PRICE,COMMISSION,AMOUNT,NET CASH BALANCE,REG FEE,SHORT-TERM RDM FEE,FUND REDEMPTION FEE, DEFERRED SALES CHARGE
09/06/2011,7516410701,QUALIFIED DIVIDEND (LMAT),,LMAT,,,6.00,---,,,,
09/06/2011,7518709628,MONEY MARKET PURCHASE (MMDA10),6,MMDA10,,,0.00,---,,,,
08/31/2011,7503261571,MONEY MARKET INTEREST (MMDA10),0.1,MMDA10,,,0.00,---,,,,
08/15/2011,7450221591,MONEY MARKET PURCHASE,,,,,-17.85,---,,,,
08/15/2011,7446257720,QUALIFIED DIVIDEND (PG),,PG,,,17.85,---,,,,
08/15/2011,7450221595,MONEY MARKET PURCHASE (MMDA10),17.85,MMDA10,,,0.00,---,,,,
08/05/2011,7417282518,MONEY MARKET PURCHASE (MMDA10),11.4,MMDA10,,,0.00,---,,,,
08/05/2011,7417282480,MONEY MARKET PURCHASE,,,,,-11.40,---,,,,
08/05/2011,7416204016,ORDINARY DIVIDEND (AGG),,AGG,,,11.40,---,,,,
07/29/2011,7389895779,MONEY MARKET INTEREST (MMDA10),0.1,MMDA10,,,0.00,---,,,,
07/29/2011,7386929110,MONEY MARKET PURCHASE (MMDA10),28.62,MMDA10,,,0.00,---,,,,
07/29/2011,7386929082,MONEY MARKET PURCHASE,,,,,-28.62,---,,,,
07/29/2011,7385295187,ORDINARY DIVIDEND (DX),,DX,,,28.62,---,,,,
07/28/2011,7382573203,MONEY MARKET PURCHASE (MMDA10),1438.51,MMDA10,,,0.00,---,,,,
07/28/2011,7382573187,MONEY MARKET PURCHASE,,,,,-1438.51,---,,,,
07/28/2011,7381763396,ORDINARY DIVIDEND (NLY),,NLY,,,56.55,---,,,,
07/26/2011,7374756496,MONEY MARKET PURCHASE,,,,,-13.20,---,,,,
07/26/2011,7374756502,MONEY MARKET PURCHASE (MMDA10),13.2,MMDA10,,,0.00,---,,,,
07/26/2011,7374083135,QUALIFIED DIVIDEND (BBY),,BBY,,,13.20,---,,,,
07/25/2011,7372343559,Sold 9 TNH @ 154.664,9,TNH,154.664,9.99,1381.96,---,0.03,,,
07/25/2011,7371744572,MONEY MARKET REDEMPTION,,,,,879.59,---,,,,
07/25/2011,7371744573,MONEY MARKET REDEMPTION (MMDA10),879.59,MMDA10,,,0.00,---,,,,
07/20/2011,7362244645,Bought 80 DANG @ 10.87,80,DANG,10.87,9.99,-879.59,---,,,,
07/08/2011,7331813773,MONEY MARKET REDEMPTION,,,,,2649.14,---,,,,
07/08/2011,7331813776,MONEY MARKET REDEMPTION (MMDA10),2649.14,MMDA10,,,0.00,---,,,,
07/08/2011,7330299562,ORDINARY DIVIDEND (AGG),,AGG,,,11.53,---,,,,
07/07/2011,7327694647,MONEY MARKET PURCHASE (MMDA10),0.15,MMDA10,,,0.00,---,,,,
07/07/2011,7327694645,MONEY MARKET PURCHASE,,,,,-0.15,---,,,,
07/06/2011,7326059278,FOREIGN TAX WITHHELD (PBR),,PBR,,,-0.05,---,,,,
07/06/2011,7326059277,QUALIFIED DIVIDEND (PBR),,PBR,,,0.20,---,,,,
07/06/2011,7324502935,MONEY MARKET PURCHASE (MMDA10),3.75,MMDA10,,,0.00,---,,,,
07/06/2011,7324502925,MONEY MARKET PURCHASE,,,,,-3.75,---,,,,
07/05/2011,7322167722,QUALIFIED DIVIDEND (PBR),,PBR,,,3.75,---,,,,
07/05/2011,7321195725,Bought 150 CCX @ 27.8785,150,CCX,27.8785,9.99,-4191.77,---,,,,
07/05/2011,7321195346,Sold 43 AFG @ 35.84,43,AFG,35.84,9.99,1531.10,---,0.03,,,
06/30/2011,7306714775,MONEY MARKET INTEREST (MMDA10),0.15,MMDA10,,,0.00,---,,,,
06/08/2011,7240146851,MONEY MARKET PURCHASE,,,,,-5.36,---,,,,
06/08/2011,7240146857,MONEY MARKET PURCHASE (MMDA10),5.36,MMDA10,,,0.00,---,,,,
06/07/2011,7238919387,FOREIGN TAX WITHHELD (PBR),,PBR,,,-0.95,---,,,,
06/07/2011,7238919386,QUALIFIED DIVIDEND (PBR),,PBR,,,6.31,---,,,,
06/07/2011,7237099214,MONEY MARKET PURCHASE (MMDA10),11.88,MMDA10,,,0.00,---,,,,
06/07/2011,7237099210,MONEY MARKET PURCHASE,,,,,-11.88,---,,,,
06/07/2011,7235827225,ORDINARY DIVIDEND (AGG),,AGG,,,11.88,---,,,,
06/06/2011,7232902909,MONEY MARKET PURCHASE,,,,,-6.00,---,,,,
06/06/2011,7232284278,QUALIFIED DIVIDEND (LMAT),,LMAT,,,6.00,---,,,,
06/06/2011,7232902915,MONEY MARKET PURCHASE (MMDA10),6,MMDA10,,,0.00,---,,,,
06/03/2011,7229963248,MONEY MARKET PURCHASE,,,,,-852.72,---,,,,
06/03/2011,7229963250,MONEY MARKET PURCHASE (MMDA10),852.72,MMDA10,,,0.00,---,,,,
05/31/2011,7209793353,Sold 230 BAMM @ 3.751,230,BAMM,3.751,9.99,852.72,---,0.02,,,
05/31/2011,7214852231,MONEY MARKET INTEREST (MMDA10),0.21,MMDA10,,,0.00,---,,,,
05/27/2011,7205848754,MONEY MARKET PURCHASE,,,,,-43.56,---,,,,
05/27/2011,7205848756,MONEY MARKET PURCHASE (MMDA10),43.56,MMDA10,,,0.00,---,,,,
05/27/2011,7205238615,PARTNERSHIP DISTRIBUTION (TNH),,TNH,,,43.56,---,,,,
05/17/2011,7182552566,MONEY MARKET REDEMPTION,,,,,2115.99,---,,,,
05/17/2011,7182552576,MONEY MARKET REDEMPTION (MMDA10),2115.99,MMDA10,,,0.00,---,,,,
05/16/2011,7178898813,MONEY MARKET PURCHASE,,,,,-17.85,---,,,,
05/16/2011,7178043663,QUALIFIED DIVIDEND (PG),,PG,,,17.85,---,,,,
05/16/2011,7178898845,MONEY MARKET PURCHASE (MMDA10),17.85,MMDA10,,,0.00,---,,,,
05/13/2011,7175280787,MONEY MARKET PURCHASE,,,,,-3152.87,---,,,,
05/13/2011,7175280793,MONEY MARKET PURCHASE (MMDA10),3152.87,MMDA10,,,0.00,---,,,,
05/12/2011,7172974037,Bought 300 LMAT @ 7.02,300,LMAT,7.02,9.99,-2115.99,---,,,,
05/10/2011,7167275763,Sold 38 MRK @ 36.59,38,MRK,36.59,9.99,1380.40,---,0.03,,,
05/10/2011,7167263522,Sold 250 SONE @ 7.13,250,SONE,7.13,9.99,1772.47,---,0.04,,,
05/06/2011,7157094590,MONEY MARKET PURCHASE,,,,,-12.01,---,,,,
05/06/2011,7157094595,MONEY MARKET PURCHASE (MMDA10),12.01,MMDA10,,,0.00,---,,,,
05/06/2011,7156425396,ORDINARY DIVIDEND (AGG),,AGG,,,12.01,---,,,,
04/29/2011,7130851663,MONEY MARKET INTEREST (MMDA10),0.5,MMDA10,,,0.00,---,,,,
04/28/2011,7123247803,MONEY MARKET REDEMPTION,,,,,6677.00,---,,,,
04/28/2011,7123247818,MONEY MARKET REDEMPTION (MMDA10),6677,MMDA10,,,0.00,---,,,,
04/27/2011,7119936557,MONEY MARKET PURCHASE,,,,,-53.94,---,,,,
04/27/2011,7119936563,MONEY MARKET PURCHASE (MMDA10),53.94,MMDA10,,,0.00,---,,,,
04/27/2011,7119496162,ORDINARY DIVIDEND (NLY),,NLY,,,53.94,---,,,,
04/25/2011,7114303582,Bought 7 AAPL @ 351.69,7,AAPL,351.69,9.99,-2471.82,---,,,,
04/25/2011,7114302066,Bought 22 UPL @ 47.1096,22,UPL,47.1096,9.99,-1046.40,---,,,,
04/25/2011,7114301041,Bought 100 DX @ 9.4199,100,DX,9.4199,0.00,-941.99,---,,,,
04/25/2011,7114301038,Bought 6 DX @ 9.4195,6,DX,9.4195,9.99,-66.51,---,,,,
04/25/2011,7114299480,Bought 34 PG @ 62.9498,34,PG,62.9498,9.99,-2150.28,---,,,,
04/25/2011,7113614411,MONEY MARKET PURCHASE,,,,,-6.99,---,,,,
04/25/2011,7111512309,QUALIFIED DIVIDEND (AFG),,AFG,,,6.99,---,,,,
04/25/2011,7113614441,MONEY MARKET PURCHASE (MMDA10),6.99,MMDA10,,,0.00,---,,,,
04/21/2011,7109129674,MONEY MARKET REDEMPTION,,,,,2511.83,---,,,,
04/21/2011,7109129675,MONEY MARKET REDEMPTION (MMDA10),2511.83,MMDA10,,,0.00,---,,,,
04/19/2011,7100917619,MONEY MARKET PURCHASE (MMDA10),11.5,MMDA10,,,0.00,---,,,,
04/19/2011,7100917615,MONEY MARKET PURCHASE,,,,,-11.50,---,,,,
04/19/2011,7100157915,QUALIFIED DIVIDEND (BAMM),,BAMM,,,11.50,---,,,,
04/18/2011,7097976941,Bought 88 BBY @ 28.43,88,BBY,28.43,9.99,-2511.83,---,,,,
04/14/2011,7089902880,MONEY MARKET REDEMPTION (MMDA10),1498.95,MMDA10,,,0.00,---,,,,
04/14/2011,7089902855,MONEY MARKET REDEMPTION,,,,,1498.95,---,,,,
04/11/2011,7081021413,Bought 26 RIO @ 74.6096,26,RIO,74.6096,9.99,-1949.84,---,,,,
04/11/2011,7081017481,Sold 14 CEG @ 32.9204,14,CEG,32.9204,9.99,450.89,---,0.01,,,
04/07/2011,7073408959,MONEY MARKET PURCHASE (MMDA10),26.35,MMDA10,,,0.00,---,,,,
04/07/2011,7073408957,MONEY MARKET PURCHASE,,,,,-26.35,---,,,,
04/07/2011,7071631069,QUALIFIED DIVIDEND (MRK),,MRK,,,14.44,---,,,,
04/07/2011,7071396950,ORDINARY DIVIDEND (AGG),,AGG,,,11.91,---,,,,
04/06/2011,7068708353,MONEY MARKET REDEMPTION,,,,,1063.53,---,,,,
04/06/2011,7068708356,MONEY MARKET REDEMPTION (MMDA10),1063.53,MMDA10,,,0.00,---,,,,
04/05/2011,7064537771,MONEY MARKET PURCHASE,,,,,-3032.95,---,,,,
04/05/2011,7064537775,MONEY MARKET PURCHASE (MMDA10),3032.95,MMDA10,,,0.00,---,,,,
04/01/2011,7054430770,Bought 9 TNH @ 117.06,9,TNH,117.06,9.99,-1063.53,---,,,,
04/01/2011,7051674287,MONEY MARKET PURCHASE (MMDA10),1470.56,MMDA10,,,0.00,---,,,,
04/01/2011,7051674275,MONEY MARKET PURCHASE,,,,,-1470.56,---,,,,
04/01/2011,7049046888,QUALIFIED DIVIDEND (CEG),,CEG,,,3.36,---,,,,
03/31/2011,7044798089,MONEY MARKET INTEREST (MMDA10),0.56,MMDA10,,,0.00,---,,,,
03/31/2011,7039106660,Sold 340 CDCO @ 8.95,340,CDCO,8.95,9.99,3032.95,---,0.06,,,
03/31/2011,7037071616,MONEY MARKET REDEMPTION,,,,,2555.22,---,,,,
03/31/2011,7037071623,MONEY MARKET REDEMPTION (MMDA10),2555.22,MMDA10,,,0.00,---,,,,
03/29/2011,6975182808,Sold 40 WDC @ 36.9306,40,WDC,36.9306,9.99,1467.20,---,0.03,,,
03/28/2011,6972010278,Bought 170 CDCO @ 8.95,170,CDCO,8.95,9.99,-1531.49,---,,,,
03/28/2011,6971842420,Bought 25 PBR @ 40.5497,25,PBR,40.5497,9.99,-1023.73,---,,,,
03/24/2011,6962910318,MONEY MARKET PURCHASE,,,,,-1289.19,---,,,,
03/24/2011,6962910326,MONEY MARKET PURCHASE (MMDA10),1289.19,MMDA10,,,0.00,---,,,,
03/21/2011,6953733873,Sold 64 PFE @ 20.3002,64,PFE,20.3002,9.99,1289.19,---,0.03,,,
03/16/2011,6941192227,MONEY MARKET REDEMPTION,,,,,1309.47,---,,,,
03/16/2011,6941192257,MONEY MARKET REDEMPTION (MMDA10),1309.47,MMDA10,,,0.00,---,,,,
03/15/2011,6936762129,MONEY MARKET PURCHASE (MMDA10),19.8,MMDA10,,,0.00,---,,,,
03/15/2011,6936762123,MONEY MARKET PURCHASE,,,,,-19.80,---,,,,
03/15/2011,6935443562,QUALIFIED DIVIDEND (LPHI),,LPHI,,,19.80,---,,,,
03/11/2011,6930422684,Bought 230 BAMM @ 5.6499,230,BAMM,5.6499,9.99,-1309.47,---,,,,
03/07/2011,6912619176,MONEY MARKET PURCHASE,,,,,-943.82,---,,,,
03/07/2011,6910758350,ORDINARY DIVIDEND (AGG),,AGG,,,10.83,---,,,,
03/07/2011,6912619180,MONEY MARKET PURCHASE (MMDA10),943.82,MMDA10,,,0.00,---,,,,
03/03/2011,6904496645,MONEY MARKET REDEMPTION,,,,,2640.13,---,,,,
03/03/2011,6904496656,MONEY MARKET REDEMPTION (MMDA10),2640.13,MMDA10,,,0.00,---,,,,
03/02/2011,6902564021,Sold 100 CDCO @ 9.43,100,CDCO,9.43,9.99,932.99,---,0.02,,,
03/01/2011,6895556452,MONEY MARKET PURCHASE,,,,,-12.80,---,,,,
03/01/2011,6895556456,MONEY MARKET PURCHASE (MMDA10),12.8,MMDA10,,,0.00,---,,,,
03/01/2011,6891693188,QUALIFIED DIVIDEND (PFE),,PFE,,,12.80,---,,,,
02/28/2011,6885723015,MONEY MARKET INTEREST (MMDA10),0.58,MMDA10,,,0.00,---,,,,
02/28/2011,6881878271,Bought 38 MRK @ 32.2,38,MRK,32.20,9.99,-1233.59,---,,,,
02/28/2011,6881856508,Bought 53 ARO @ 26.35,53,ARO,26.35,9.99,-1406.54,---,,,,
02/18/2011,6860712570,MONEY MARKET PURCHASE,,,,,-3.96,---,,,,
02/18/2011,6860712572,MONEY MARKET PURCHASE (MMDA10),3.96,MMDA10,,,0.00,---,,,,
02/17/2011,6857439135,QUALIFIED DIVIDEND (LPHI),,LPHI,,,3.96,---,,,,
02/17/2011,6856195085,MONEY MARKET REDEMPTION (MMDA10),3.96,MMDA10,,,0.00,---,,,,
02/17/2011,6856195084,MONEY MARKET REDEMPTION,,,,,3.96,---,,,,
02/16/2011,6854702240,QUALIFIED DIVIDEND (LPHI),,LPHI,,,-3.96,---,,,,
02/15/2011,6849980147,MONEY MARKET PURCHASE (MMDA10),3.96,MMDA10,,,0.00,---,,,,
02/15/2011,6849980145,MONEY MARKET PURCHASE,,,,,-3.96,---,,,,
02/15/2011,6848105389,QUALIFIED DIVIDEND (LPHI),,LPHI,,,3.96,---,,,,
02/10/2011,6838336670,MONEY MARKET PURCHASE (MMDA10),910.84,MMDA10,,,0.00,---,,,,
02/10/2011,6838336667,MONEY MARKET PURCHASE,,,,,-910.84,---,,,,
02/07/2011,6828791558,Sold 99 LPHI @ 9.3015,99,LPHI,9.3015,9.99,910.84,---,0.02,,,
02/07/2011,6828396564,MONEY MARKET PURCHASE,,,,,-12.01,---,,,,
02/07/2011,6826688210,ORDINARY DIVIDEND (AGG),,AGG,,,12.01,---,,,,
02/07/2011,6828396566,MONEY MARKET PURCHASE (MMDA10),12.01,MMDA10,,,0.00,---,,,,
01/31/2011,6779964829,MONEY MARKET INTEREST (MMDA10),0.61,MMDA10,,,0.00,---,,,,
01/27/2011,6764233785,MONEY MARKET PURCHASE (MMDA10),55.68,MMDA10,,,0.00,---,,,,
01/27/2011,6764233783,MONEY MARKET PURCHASE,,,,,-55.68,---,,,,
01/27/2011,6762693853,ORDINARY DIVIDEND (NLY),,NLY,,,55.68,---,,,,
01/25/2011,6755793439,MONEY MARKET PURCHASE,,,,,-6.99,---,,,,
01/25/2011,6755793449,MONEY MARKET PURCHASE (MMDA10),6.99,MMDA10,,,0.00,---,,,,
01/25/2011,6753988028,QUALIFIED DIVIDEND (AFG),,AFG,,,6.99,---,,,,
01/13/2011,6727656562,MANDATORY - ROUNDING (LPHI),1,LPHI,,,0.00,---,,,,
01/04/2011,6696013724,MONEY MARKET PURCHASE,,,,,-13.07,---,,,,
01/04/2011,6696013733,MONEY MARKET PURCHASE (MMDA10),13.07,MMDA10,,,0.00,---,,,,
01/04/2011,6693985383,ORDINARY DIVIDEND (AGG),,AGG,,,13.07,---,,,,
01/03/2011,6686662161,MONEY MARKET PURCHASE,,,,,-3.36,---,,,,
01/03/2011,6683765983,QUALIFIED DIVIDEND (CEG),,CEG,,,3.36,---,,,,
01/03/2011,6686662289,MONEY MARKET PURCHASE (MMDA10),3.36,MMDA10,,,0.00,---,,,,
12/31/2010,6680911620,MONEY MARKET INTEREST (MMDA10),0.61,MMDA10,,,0.00,---,,,,
12/31/2010,6675683384,STOCK SPLIT (LPHI),19,LPHI,,,0.00,---,,,,
12/15/2010,6622840268,MONEY MARKET PURCHASE (MMDA10),19.75,MMDA10,,,0.00,---,,,,
12/15/2010,6622840260,MONEY MARKET PURCHASE,,,,,-19.75,---,,,,
12/15/2010,6620627239,QUALIFIED DIVIDEND (LPHI),,LPHI,,,19.75,---,,,,
12/07/2010,6596206036,MONEY MARKET PURCHASE,,,,,-21.00,---,,,,
12/07/2010,6596206038,MONEY MARKET PURCHASE (MMDA10),21,MMDA10,,,0.00,---,,,,
12/07/2010,6594218064,ORDINARY DIVIDEND (AGG),,AGG,,,11.05,---,,,,
12/07/2010,6594199983,SHORT TERM CAPITAL GAINS (AGG),,AGG,,,7.70,---,,,,
12/07/2010,6594199982,LONG TERM GAIN DISTRIBUTION (AGG),,AGG,,,2.25,---,,,,
12/01/2010,6579042756,MONEY MARKET PURCHASE,,,,,-11.52,---,,,,
12/01/2010,6579042764,MONEY MARKET PURCHASE (MMDA10),11.52,MMDA10,,,0.00,---,,,,
12/01/2010,6576100458,QUALIFIED DIVIDEND (PFE),,PFE,,,11.52,---,,,,
11/30/2010,6570889153,MONEY MARKET INTEREST (MMDA10),0.68,MMDA10,,,0.00,---,,,,
11/30/2010,6565950328,MONEY MARKET PURCHASE (MMDA10),5.69,MMDA10,,,0.00,---,,,,
11/30/2010,6565950314,MONEY MARKET PURCHASE,,,,,-5.69,---,,,,
11/29/2010,6561457036,MARK TO THE MARKET,,,,,-5.69,---,,,,
11/29/2010,6561457037,MARK TO THE MARKET,,,,,5.69,---,,,,
11/29/2010,6562851657,MONEY MARKET REDEMPTION,,,,,2755.74,---,,,,
11/29/2010,6562851684,MONEY MARKET REDEMPTION (MMDA10),2755.74,MMDA10,,,0.00,---,,,,
11/23/2010,6555368092,Bought 51 SYNA @ 27.64,51,SYNA,27.64,9.99,-1419.63,---,,,,
11/23/2010,6555349490,Bought 43 AFG @ 30.84,43,AFG,30.84,9.99,-1336.11,---,,,,
11/22/2010,6552416845,Bought to Cover 14 IOC @ 79.14,14,IOC,79.14,9.99,-1117.95,---,,,,
11/12/2010,6530534546,MONEY MARKET PURCHASE,,,,,-919.49,---,,,,
11/12/2010,6530534548,MONEY MARKET PURCHASE (MMDA10),919.49,MMDA10,,,0.00,---,,,,
11/10/2010,6525288101,MONEY MARKET REDEMPTION (MMDA10),103.88,MMDA10,,,0.00,---,,,,
11/10/2010,6525288082,MONEY MARKET REDEMPTION,,,,,103.88,---,,,,
11/09/2010,6520318470,MARK TO THE MARKET,,,,,103.88,---,,,,
11/09/2010,6520318469,MARK TO THE MARKET,,,,,-103.88,---,,,,
11/08/2010,6519459602,Sold 130 CPC @ 7.15,130,CPC,7.15,9.99,919.49,---,0.02,,,
11/05/2010,6515048445,MONEY MARKET PURCHASE (MMDA10),10.47,MMDA10,,,0.00,---,,,,
11/05/2010,6515048429,MONEY MARKET PURCHASE,,,,,-10.47,---,,,,
11/05/2010,6514120584,ORDINARY DIVIDEND (AGG),,AGG,,,10.47,---,,,,
11/03/2010,6508641614,MONEY MARKET REDEMPTION (MMDA10),122.64,MMDA10,,,0.00,---,,,,
11/03/2010,6508641603,MONEY MARKET REDEMPTION,,,,,122.64,---,,,,
11/02/2010,6502566948,MARK TO THE MARKET,,,,,122.64,---,,,,
11/02/2010,6502566947,MARK TO THE MARKET,,,,,-122.64,---,,,,
***END OF FILE***
