DATE,TRANSACTION ID,DESCRIPTION,QUANTITY,SYMBOL,PRICE,COMMISSION,AMOUNT,NET CASH BALANCE,REG FEE,SHORT-TERM RDM FEE,FUND REDEMPTION FEE, DEFERRED SALES CHARGE
09/10/2012,9044947331,ORDINARY DIVIDEND (AGG),,AGG,,,8.30,---,,,,
09/10/2012,9047808703,MONEY MARKET PURCHASE (MMDA10),8.3,MMDA10,,,0.00,---,,,,
09/05/2012,9033186304,MONEY MARKET PURCHASE,,,,,-17.29,---,,,,
09/05/2012,9033186374,MONEY MARKET PURCHASE (MMDA10),17.29,MMDA10,,,0.00,---,,,,
09/04/2012,9028943172,FOREIGN TAX WITHHELD (TEVA),,TEVA,,,-3.29,---,,,,
09/04/2012,9028943171,QUALIFIED DIVIDEND (TEVA),,TEVA,,,20.58,---,,,,
09/04/2012,9025446723,MONEY MARKET PURCHASE,,,,,-7.50,---,,,,
09/04/2012,9022525901,QUALIFIED DIVIDEND (LMAT),,LMAT,,,7.50,---,,,,
09/04/2012,9025446739,MONEY MARKET PURCHASE (MMDA10),7.5,MMDA10,,,0.00,---,,,,
08/31/2012,9019099478,MONEY MARKET INTEREST (MMDA10),0.07,MMDA10,,,0.00,---,,,,
08/24/2012,8996305256,MONEY MARKET REDEMPTION (MMDA10),16,MMDA10,,,0.00,---,,,,
08/24/2012,8996305213,MONEY MARKET REDEMPTION,,,,,16.00,---,,,,
08/23/2012,8986872062,ADR FEE (GRVY),,GRVY,,,-16.00,---,,,,
08/21/2012,8985400016,MONEY MARKET PURCHASE,,,,,-19.88,---,,,,
08/21/2012,8985400020,MONEY MARKET PURCHASE (MMDA10),19.88,MMDA10,,,0.00,---,,,,
08/20/2012,8983372701,QUALIFIED DIVIDEND (XIN),,XIN,,,19.88,---,,,,
08/16/2012,8973396825,MONEY MARKET PURCHASE (MMDA10),18.55,MMDA10,,,0.00,---,,,,
08/16/2012,8973396804,MONEY MARKET PURCHASE,,,,,-18.55,---,,,,
08/16/2012,8971703187,QUALIFIED DIVIDEND (AAPL),,AAPL,,,18.55,---,,,,
08/07/2012,8948084260,MONEY MARKET PURCHASE,,,,,-8.36,---,,,,
08/07/2012,8948084268,MONEY MARKET PURCHASE (MMDA10),8.36,MMDA10,,,0.00,---,,,,
08/07/2012,8946406164,ORDINARY DIVIDEND (AGG),,AGG,,,8.36,---,,,,
07/31/2012,8920269442,MONEY MARKET INTEREST (MMDA10),0.07,MMDA10,,,0.00,---,,,,
07/31/2012,8916721290,MONEY MARKET PURCHASE (MMDA10),30.74,MMDA10,,,0.00,---,,,,
07/31/2012,8916721286,MONEY MARKET PURCHASE,,,,,-30.74,---,,,,
07/31/2012,8914597691,ORDINARY DIVIDEND (DX),,DX,,,30.74,---,,,,
07/26/2012,8902631824,MONEY MARKET PURCHASE (MMDA10),47.85,MMDA10,,,0.00,---,,,,
07/26/2012,8902631815,MONEY MARKET PURCHASE,,,,,-47.85,---,,,,
07/26/2012,8901264493,ORDINARY DIVIDEND (NLY),,NLY,,,47.85,---,,,,
07/10/2012,8854844575,MONEY MARKET PURCHASE,,,,,-8.48,---,,,,
07/10/2012,8854844584,MONEY MARKET PURCHASE (MMDA10),8.48,MMDA10,,,0.00,---,,,,
07/09/2012,8852306752,ORDINARY DIVIDEND (AGG),,AGG,,,8.48,---,,,,
07/02/2012,8828693454,MONEY MARKET PURCHASE,,,,,-1116.00,---,,,,
07/02/2012,8828693476,MONEY MARKET PURCHASE (MMDA10),1116,MMDA10,,,0.00,---,,,,
06/29/2012,8822630772,MONEY MARKET INTEREST (MMDA10),0.06,MMDA10,,,0.00,---,,,,
06/29/2012,8816300555,Sold 1240 BETM @ 0.9,1240,BETM,0.90,,1116.00,---,,,,
06/27/2012,8802820998,MONEY MARKET PURCHASE,,,,,-224.00,---,,,,
06/27/2012,8802821004,MONEY MARKET PURCHASE (MMDA10),224,MMDA10,,,0.00,---,,,,
06/22/2012,8792308851,Sold 260 BETM @ 0.9,260,BETM,0.90,9.99,224.00,---,0.01,,,
06/07/2012,8738802538,MONEY MARKET PURCHASE (MMDA10),9.06,MMDA10,,,0.00,---,,,,
06/07/2012,8738802527,MONEY MARKET PURCHASE,,,,,-9.06,---,,,,
06/07/2012,8736944103,ORDINARY DIVIDEND (AGG),,AGG,,,9.06,---,,,,
06/05/2012,8731251859,MONEY MARKET PURCHASE (MMDA10),16.27,MMDA10,,,0.00,---,,,,
06/05/2012,8731251851,MONEY MARKET PURCHASE,,,,,-16.27,---,,,,
06/04/2012,8727481156,FOREIGN TAX WITHHELD (TEVA),,TEVA,,,-5.42,---,,,,
06/04/2012,8727481155,QUALIFIED DIVIDEND (TEVA),,TEVA,,,21.69,---,,,,
06/04/2012,8724413458,MONEY MARKET PURCHASE,,,,,-7.50,---,,,,
06/04/2012,8723273968,QUALIFIED DIVIDEND (LMAT),,LMAT,,,7.50,---,,,,
06/04/2012,8724413470,MONEY MARKET PURCHASE (MMDA10),7.5,MMDA10,,,0.00,---,,,,
06/01/2012,8718372606,MONEY MARKET REDEMPTION,,,,,10.10,---,,,,
06/01/2012,8718372607,MONEY MARKET REDEMPTION (MMDA10),10.1,MMDA10,,,0.00,---,,,,
05/31/2012,8713232141,MARGIN INTEREST ADJUSTMENT,,,,,-10.10,---,,,,
05/31/2012,8710774298,MONEY MARKET INTEREST (MMDA10),0.01,MMDA10,,,0.00,---,,,,
05/30/2012,8701857306,MONEY MARKET PURCHASE,,,,,-4649.48,---,,,,
05/30/2012,8701857308,MONEY MARKET PURCHASE (MMDA10),4649.48,MMDA10,,,0.00,---,,,,
05/29/2012,8685755412,CLIENT REQUESTED ELECTRONIC FUNDING RECEIPT (FUNDS NOW),,,,,4649.48,---,,,,
05/29/2012,8683734108,MONEY MARKET PURCHASE,,,,,-8.59,---,,,,
05/29/2012,8683734107,INTRA-ACCOUNT TRANSFER,,,,,8.59,---,,,,
05/29/2012,8683734110,MONEY MARKET PURCHASE (MMDA10),8.59,MMDA10,,,0.00,---,,,,
05/29/2012,8683734106,INTRA-ACCOUNT TRANSFER,,,,,-8.59,---,,,,
05/25/2012,8681284237,NON-TAXABLE DIVIDENDS (NOTEX),,NOTEX,,,8.59,---,,,,
05/23/2012,8672718908,MONEY MARKET PURCHASE (MMDA10),7.68,MMDA10,,,0.00,---,,,,
05/23/2012,8672718904,MONEY MARKET PURCHASE,,,,,-7.68,---,,,,
05/23/2012,8671220285,QUALIFIED DIVIDEND (RGS),,RGS,,,7.68,---,,,,
05/16/2012,8651547748,MONEY MARKET PURCHASE (MMDA10),19.88,MMDA10,,,0.00,---,,,,
05/16/2012,8651547744,MONEY MARKET PURCHASE,,,,,-19.88,---,,,,
05/15/2012,8650041773,QUALIFIED DIVIDEND (XIN),,XIN,,,19.88,---,,,,
05/15/2012,8648009544,MONEY MARKET PURCHASE,,,,,-2609.03,---,,,,
05/15/2012,8648009536,INTRA-ACCOUNT TRANSFER,,,,,7524.81,---,,,,
05/15/2012,8648009551,MONEY MARKET PURCHASE (MMDA10),2609.03,MMDA10,,,0.00,---,,,,
05/15/2012,8648009535,INTRA-ACCOUNT TRANSFER,,,,,-7524.81,---,,,,
05/15/2012,8646532253,QUALIFIED DIVIDEND (PG),,PG,,,19.11,---,,,,
05/14/2012,8645542118,Sold 679.964 NOTEX @ 11.14,679.964,NOTEX,11.14,,7524.81,---,,49.99,,
05/10/2012,8636666852,QUALIFIED DIVIDEND (BBY),,BBY,,,14.08,---,,,,
05/07/2012,8628035857,Sold 34 PG @ 64.2,34,PG,64.20,9.99,2172.76,---,0.05,,,
05/07/2012,8625312467,ORDINARY DIVIDEND (AGG),,AGG,,,8.76,---,,,,
05/04/2012,8623744202,Bought 3000 AXANF @ 1.555,3000,AXANF,1.555,0.00,-4665.00,---,,,,
05/04/2012,8623744199,Bought 300 AXANF @ 1.5595,300,AXANF,1.5595,9.99,-477.84,---,,,,
05/04/2012,8622498418,MONEY MARKET REDEMPTION,,,,,246.47,---,,,,
05/04/2012,8622498419,MONEY MARKET REDEMPTION (MMDA10),246.47,MMDA10,,,0.00,---,,,,
05/03/2012,8620703105,Bought 200 AXANF @ 1.5545,200,AXANF,1.5545,9.99,-320.89,---,,,,
05/02/2012,8614304990,MONEY MARKET REDEMPTION,,,,,7500.00,---,,,,
05/02/2012,8614304979,INTRA-ACCOUNT TRANSFER,,,,,-7500.00,---,,,,
05/02/2012,8614304980,INTRA-ACCOUNT TRANSFER,,,,,7500.00,---,,,,
05/02/2012,8614304999,MONEY MARKET REDEMPTION (MMDA10),7500,MMDA10,,,0.00,---,,,,
05/01/2012,8611771919,Bought 679.964 NOTEX @ 11.03,679.964,NOTEX,11.03,,-7500.00,---,,,,
05/01/2012,8610714154,Sold 18 BBY @ 22.5,18,BBY,22.50,9.99,395.00,---,0.01,,,
05/01/2012,8610632406,Bought 756 OMEX @ 3.04,756,OMEX,3.04,9.99,-2308.23,---,,,,
04/30/2012,8600425588,MONEY MARKET INTEREST (MMDA10),0.07,MMDA10,,,0.00,---,,,,
04/30/2012,8595270721,MONEY MARKET PURCHASE,,,,,-29.68,---,,,,
04/30/2012,8593869814,ORDINARY DIVIDEND (DX),,DX,,,29.68,---,,,,
04/30/2012,8595270755,MONEY MARKET PURCHASE (MMDA10),29.68,MMDA10,,,0.00,---,,,,
04/26/2012,8586445293,MONEY MARKET PURCHASE,,,,,-47.85,---,,,,
04/26/2012,8586445299,MONEY MARKET PURCHASE (MMDA10),47.85,MMDA10,,,0.00,---,,,,
04/26/2012,8585771552,ORDINARY DIVIDEND (NLY),,NLY,,,47.85,---,,,,
04/20/2012,8570437424,MONEY MARKET PURCHASE,,,,,-1529.97,---,,,,
04/20/2012,8570437426,MONEY MARKET PURCHASE (MMDA10),1529.97,MMDA10,,,0.00,---,,,,
04/19/2012,8567064198,MONEY MARKET REDEMPTION (MMDA10),3661.99,MMDA10,,,0.00,---,,,,
04/19/2012,8567064195,MONEY MARKET REDEMPTION,,,,,3661.99,---,,,,
04/17/2012,8562041543,Sold 70 BBY @ 22,70,BBY,22.00,9.99,1529.97,---,0.04,,,
04/16/2012,8557240154,Bought 83 TEVA @ 44,83,TEVA,44.00,9.99,-3661.99,---,,,,
04/09/2012,8532911392,MONEY MARKET PURCHASE,,,,,-9.24,---,,,,
04/09/2012,8531283274,ORDINARY DIVIDEND (AGG),,AGG,,,9.24,---,,,,
04/09/2012,8532911398,MONEY MARKET PURCHASE (MMDA10),9.24,MMDA10,,,0.00,---,,,,
04/03/2012,8518514769,MONEY MARKET PURCHASE,,,,,-7.50,---,,,,
04/03/2012,8518514775,MONEY MARKET PURCHASE (MMDA10),7.5,MMDA10,,,0.00,---,,,,
04/03/2012,8517031654,QUALIFIED DIVIDEND (LMAT),,LMAT,,,7.50,---,,,,
03/30/2012,8260261944,MONEY MARKET REDEMPTION,,,,,1903.53,---,,,,
03/30/2012,8260261993,MONEY MARKET REDEMPTION (MMDA10),1903.53,MMDA10,,,0.00,---,,,,
03/30/2012,8505495617,MONEY MARKET INTEREST (MMDA10),0.1,MMDA10,,,0.00,---,,,,
03/29/2012,8254594407,MONEY MARKET REDEMPTION (MMDA10),1499.18,MMDA10,,,0.00,---,,,,
03/29/2012,8254594390,MONEY MARKET REDEMPTION,,,,,1499.18,---,,,,
03/27/2012,8246731981,Bought 4419 STTYF @ 0.4285,4419,STTYF,0.4285,9.99,-1903.53,---,,,,
03/26/2012,8243563095,Bought 530 XIN @ 2.8098,530,XIN,2.8098,9.99,-1499.18,---,,,,
03/19/2012,8220827147,MONEY MARKET PURCHASE,,,,,-496.00,---,,,,
03/19/2012,8220827151,MONEY MARKET PURCHASE (MMDA10),496,MMDA10,,,0.00,---,,,,
03/14/2012,8207812094,Sold 22 UPL @ 23,22,UPL,23.00,9.99,496.00,---,0.01,,,
03/08/2012,8188389234,MONEY MARKET PURCHASE,,,,,-2354.15,---,,,,
03/08/2012,8188389248,MONEY MARKET PURCHASE (MMDA10),2354.15,MMDA10,,,0.00,---,,,,
03/07/2012,8186352973,FOREIGN TAX WITHHELD (PBR),,PBR,,,-0.75,---,,,,
03/07/2012,8186352972,QUALIFIED DIVIDEND (PBR),,PBR,,,4.93,---,,,,
03/07/2012,8184248334,MONEY MARKET PURCHASE,,,,,-10.51,---,,,,
03/07/2012,8184248337,MONEY MARKET PURCHASE (MMDA10),10.51,MMDA10,,,0.00,---,,,,
03/07/2012,8183036271,ORDINARY DIVIDEND (AGG),,AGG,,,10.51,---,,,,
03/06/2012,8180151057,MONEY MARKET REDEMPTION (MMDA10),913.99,MMDA10,,,0.00,---,,,,
03/06/2012,8180151054,MONEY MARKET REDEMPTION,,,,,913.99,---,,,,
03/05/2012,8176632725,Sold 21 COH @ 76.5,21,COH,76.50,9.99,1596.48,---,0.03,,,
03/05/2012,8176578133,Sold 25 PBR @ 30.54,25,PBR,30.54,9.99,753.49,---,0.02,,,
03/01/2012,8167632917,Bought 400 GRVY @ 2.26,400,GRVY,2.26,9.99,-913.99,---,,,,
03/01/2012,8164016619,MONEY MARKET PURCHASE,,,,,-387.53,---,,,,
03/01/2012,8164016623,MONEY MARKET PURCHASE (MMDA10),387.53,MMDA10,,,0.00,---,,,,
02/29/2012,8157240208,MONEY MARKET INTEREST (MMDA10),0.13,MMDA10,,,0.00,---,,,,
02/27/2012,8144989220,Sold 26 RIO @ 58.29,26,RIO,58.29,9.99,1505.52,---,0.03,,,
02/27/2012,8144622031,Bought 400 GRVY @ 2.77,400,GRVY,2.77,9.99,-1117.99,---,,,,
02/24/2012,8139747544,MONEY MARKET PURCHASE,,,,,-1605.98,---,,,,
02/24/2012,8139747549,MONEY MARKET PURCHASE (MMDA10),1605.98,MMDA10,,,0.00,---,,,,
02/21/2012,8129612740,Sold 200 PTNT @ 8.08,200,PTNT,8.08,9.99,1605.98,---,0.03,,,
02/16/2012,8118205961,MONEY MARKET PURCHASE,,,,,-2478.16,---,,,,
02/16/2012,8118205963,MONEY MARKET PURCHASE (MMDA10),2478.16,MMDA10,,,0.00,---,,,,
02/15/2012,8114119368,MONEY MARKET PURCHASE,,,,,-17.85,---,,,,
02/15/2012,8114119372,MONEY MARKET PURCHASE (MMDA10),17.85,MMDA10,,,0.00,---,,,,
02/15/2012,8112929083,QUALIFIED DIVIDEND (PG),,PG,,,17.85,---,,,,
02/13/2012,8106911878,Sold 55 LYB @ 45.24,55,LYB,45.24,9.99,2478.16,---,0.05,,,
02/09/2012,8098929067,MONEY MARKET REDEMPTION,,,,,2253.83,---,,,,
02/09/2012,8098929068,MONEY MARKET REDEMPTION (MMDA10),2253.83,MMDA10,,,0.00,---,,,,
02/07/2012,8092393012,MONEY MARKET PURCHASE,,,,,-2264.28,---,,,,
02/07/2012,8092393018,MONEY MARKET PURCHASE (MMDA10),2264.28,MMDA10,,,0.00,---,,,,
02/07/2012,8090529089,ORDINARY DIVIDEND (AGG),,AGG,,,10.45,---,,,,
02/06/2012,8089578129,CLIENT REQUESTED ELECTRONIC FUNDING RECEIPT (FUNDS NOW),,,,,2253.83,---,,,,
02/06/2012,8088415205,Bought 128 RGS @ 17.53,128,RGS,17.53,9.99,-2253.83,---,,,,
01/31/2012,8062611779,MONEY MARKET INTEREST (MMDA10),0.11,MMDA10,,,0.00,---,,,,
01/31/2012,8057455094,MONEY MARKET PURCHASE (MMDA10),29.68,MMDA10,,,0.00,---,,,,
01/31/2012,8057455047,MONEY MARKET PURCHASE,,,,,-29.68,---,,,,
01/31/2012,8055722908,ORDINARY DIVIDEND (DX),,DX,,,29.68,---,,,,
01/26/2012,8018285915,MONEY MARKET PURCHASE,,,,,-49.59,---,,,,
01/26/2012,8018285918,MONEY MARKET PURCHASE (MMDA10),49.59,MMDA10,,,0.00,---,,,,
01/26/2012,8017378473,ORDINARY DIVIDEND (NLY),,NLY,,,49.59,---,,,,
01/24/2012,8001582123,MONEY MARKET PURCHASE,,,,,-14.08,---,,,,
01/24/2012,8001582127,MONEY MARKET PURCHASE (MMDA10),14.08,MMDA10,,,0.00,---,,,,
01/24/2012,8000949498,QUALIFIED DIVIDEND (BBY),,BBY,,,14.08,---,,,,
01/13/2012,7955950552,MANDATORY - NAME CHANGE (PTNT),200,PTNT,,,0.00,---,,,,
01/13/2012,7955950550,MANDATORY - NAME CHANGE (45809K202),200,,,,0.00,---,,,,
01/04/2012,7926371470,MONEY MARKET PURCHASE,,,,,-1.05,---,,,,
01/04/2012,7926371484,MONEY MARKET PURCHASE (MMDA10),1.05,MMDA10,,,0.00,---,,,,
01/04/2012,7924020259,ORDINARY DIVIDEND (AGG),,AGG,,,1.05,---,,,,
01/03/2012,7917204364,MONEY MARKET PURCHASE,,,,,-4.73,---,,,,
01/03/2012,7913376007,QUALIFIED DIVIDEND (COH),,COH,,,4.73,---,,,,
01/03/2012,7917204380,MONEY MARKET PURCHASE (MMDA10),4.73,MMDA10,,,0.00,---,,,,
12/30/2011,7907481297,MONEY MARKET INTEREST (MMDA10),0.11,MMDA10,,,0.00,---,,,,
12/19/2011,7860704703,MONEY MARKET PURCHASE,,,,,-222.06,---,,,,
12/19/2011,7860704707,MONEY MARKET PURCHASE (MMDA10),222.06,MMDA10,,,0.00,---,,,,
12/16/2011,7857973627,FOREIGN TAX WITHHELD (LYB),,LYB,,,-39.19,---,,,,
12/16/2011,7857973626,QUALIFIED DIVIDEND (LYB),,LYB,,,261.25,---,,,,
12/08/2011,7825024572,MONEY MARKET PURCHASE,,,,,-4.65,---,,,,
12/08/2011,7825024592,MONEY MARKET PURCHASE (MMDA10),4.65,MMDA10,,,0.00,---,,,,
12/07/2011,7822388274,FOREIGN TAX WITHHELD (PBR),,PBR,,,-0.82,---,,,,
12/07/2011,7822388273,QUALIFIED DIVIDEND (PBR),,PBR,,,5.47,---,,,,
12/07/2011,7820503510,MONEY MARKET PURCHASE,,,,,-21.96,---,,,,
12/07/2011,7820503517,MONEY MARKET PURCHASE (MMDA10),21.96,MMDA10,,,0.00,---,,,,
12/07/2011,7819665928,SHORT TERM CAPITAL GAINS (AGG),,AGG,,,9.57,---,,,,
12/07/2011,7819429987,ORDINARY DIVIDEND (AGG),,AGG,,,9.21,---,,,,
12/07/2011,7819537721,LONG TERM GAIN DISTRIBUTION (AGG),,AGG,,,3.18,---,,,,
12/06/2011,7816463547,MONEY MARKET PURCHASE,,,,,-6.00,---,,,,
12/06/2011,7816463554,MONEY MARKET PURCHASE (MMDA10),6,MMDA10,,,0.00,---,,,,
12/06/2011,7815469931,QUALIFIED DIVIDEND (LMAT),,LMAT,,,6.00,---,,,,
12/02/2011,7807396471,MONEY MARKET PURCHASE,,,,,-4109.88,---,,,,
12/02/2011,7807396473,MONEY MARKET PURCHASE (MMDA10),4109.88,MMDA10,,,0.00,---,,,,
11/30/2011,7792612073,MONEY MARKET INTEREST (MMDA10),0.11,MMDA10,,,0.00,---,,,,
11/29/2011,7785751925,Sold 150 CCX @ 25.1435,150,CCX,25.1435,9.99,3761.46,---,0.08,,,
11/29/2011,7785751097,Sold 80 DANG @ 4.4802,80,DANG,4.4802,9.99,348.42,---,0.01,,,
11/28/2011,7781130336,MONEY MARKET REDEMPTION,,,,,1593.79,---,,,,
11/28/2011,7781130341,MONEY MARKET REDEMPTION (MMDA10),1593.79,MMDA10,,,0.00,---,,,,
11/22/2011,7771542606,Bought 200 INSW @ 7.919,200,INSW,7.919,9.99,-1593.79,---,,,,
11/15/2011,7750841749,MONEY MARKET PURCHASE,,,,,-892.42,---,,,,
11/15/2011,7750841767,MONEY MARKET PURCHASE (MMDA10),892.42,MMDA10,,,0.00,---,,,,
11/15/2011,7750146051,QUALIFIED DIVIDEND (PG),,PG,,,17.85,---,,,,
11/14/2011,7746625551,MONEY MARKET REDEMPTION,,,,,973.26,---,,,,
11/14/2011,7746625560,MONEY MARKET REDEMPTION (MMDA10),973.26,MMDA10,,,0.00,---,,,,
11/09/2011,7739273613,Sold 53 ARO @ 16.6902,53,ARO,16.6902,9.99,874.57,---,0.02,,,
11/08/2011,7735346727,Bought 330 OMEX @ 2.919,330,OMEX,2.919,9.99,-973.26,---,,,,
11/08/2011,7734228709,MONEY MARKET REDEMPTION,,,,,5000.00,---,,,,
11/08/2011,7734228710,MONEY MARKET REDEMPTION (MMDA10),5000,MMDA10,,,0.00,---,,,,
11/07/2011,7732115045,CLIENT REQUESTED ELECTRONIC FUNDING DISBURSEMENT (FUNDS NOW),,,,,-5000.00,---,,,,
11/07/2011,7730954043,MONEY MARKET PURCHASE,,,,,-10.89,---,,,,
11/07/2011,7730081898,ORDINARY DIVIDEND (AGG),,AGG,,,10.89,---,,,,
11/07/2011,7730954061,MONEY MARKET PURCHASE (MMDA10),10.89,MMDA10,,,0.00,---,,,,
11/04/2011,7726900717,MONEY MARKET PURCHASE (MMDA10),3610.8,MMDA10,,,0.00,---,,,,
11/04/2011,7726900713,MONEY MARKET PURCHASE,,,,,-3610.80,---,,,,
11/03/2011,7725450512,Sold 118 @ 30.6,118,,30.60,,3610.80,---,,,,
10/31/2011,7705570853,MONEY MARKET INTEREST (MMDA10),0.12,MMDA10,,,0.00,---,,,,
10/31/2011,7699415235,MONEY MARKET PURCHASE,,,,,-28.62,---,,,,
10/31/2011,7698620945,ORDINARY DIVIDEND (DX),,DX,,,28.62,---,,,,
10/31/2011,7699415243,MONEY MARKET PURCHASE (MMDA10),28.62,MMDA10,,,0.00,---,,,,
***END OF FILE***
